PG.ProteinGroups	PG.Genes	PG.ProteinDescriptions	PG.UniProtIds	PG.ProteinNames	[1] ID106583_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[2] ID106559_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[3] ID106567_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[4] ID106555_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[5] ID106579_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[6] ID106563_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[7] ID106571_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[8] ID106584_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[9] ID106560_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[10] ID106568_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[11] ID106556_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[12] ID106580_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[13] ID106564_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[14] ID106572_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[15] ID106585_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[16] ID106561_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[17] ID106569_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[18] ID106557_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[19] ID106581_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[20] ID106565_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[21] ID106573_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[22] ID106586_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[23] ID106562_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[24] ID106570_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[25] ID106558_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[26] ID106582_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[27] ID106566_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[28] ID106574_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[29] IDSPQC_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[30] IDSPQC_02_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[31] IDSPQC_03_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[1] ID106583_01_MA10140C_6010_080323.htrms.PG.Quantity	[2] ID106559_01_MA10140C_6010_080323.htrms.PG.Quantity	[3] ID106567_01_MA10140C_6010_080323.htrms.PG.Quantity	[4] ID106555_01_MA10140C_6010_080323.htrms.PG.Quantity	[5] ID106579_01_MA10140C_6010_080323.htrms.PG.Quantity	[6] ID106563_01_MA10140C_6010_080323.htrms.PG.Quantity	[7] ID106571_01_MA10140C_6010_080323.htrms.PG.Quantity	[8] ID106584_01_MA10140C_6010_080323.htrms.PG.Quantity	[9] ID106560_01_MA10140C_6010_080323.htrms.PG.Quantity	[10] ID106568_01_MA10140C_6010_080323.htrms.PG.Quantity	[11] ID106556_01_MA10140C_6010_080323.htrms.PG.Quantity	[12] ID106580_01_MA10140C_6010_080323.htrms.PG.Quantity	[13] ID106564_01_MA10140C_6010_080323.htrms.PG.Quantity	[14] ID106572_01_MA10140C_6010_080323.htrms.PG.Quantity	[15] ID106585_01_MA10140C_6010_080323.htrms.PG.Quantity	[16] ID106561_01_MA10140C_6010_080323.htrms.PG.Quantity	[17] ID106569_01_MA10140C_6010_080323.htrms.PG.Quantity	[18] ID106557_01_MA10140C_6010_080323.htrms.PG.Quantity	[19] ID106581_01_MA10140C_6010_080323.htrms.PG.Quantity	[20] ID106565_01_MA10140C_6010_080323.htrms.PG.Quantity	[21] ID106573_01_MA10140C_6010_080323.htrms.PG.Quantity	[22] ID106586_01_MA10140C_6010_080323.htrms.PG.Quantity	[23] ID106562_01_MA10140C_6010_080323.htrms.PG.Quantity	[24] ID106570_01_MA10140C_6010_080323.htrms.PG.Quantity	[25] ID106558_01_MA10140C_6010_080323.htrms.PG.Quantity	[26] ID106582_01_MA10140C_6010_080323.htrms.PG.Quantity	[27] ID106566_01_MA10140C_6010_080323.htrms.PG.Quantity	[28] ID106574_01_MA10140C_6010_080323.htrms.PG.Quantity	[29] IDSPQC_01_MA10140C_6010_080323.htrms.PG.Quantity	[30] IDSPQC_02_MA10140C_6010_080323.htrms.PG.Quantity	[31] IDSPQC_03_MA10140C_6010_080323.htrms.PG.Quantity
P27918	CFP	Properdin	P27918	PROP_HUMAN	8	8	8	8	8	8	7	7	8	8	7	8	8	8	8	8	8	8	8	8	8	8	6	8	7	7	8	8	8	8	8	16475.08984375	16943.189453125	15772.00390625	12890.8876953125	12651.1953125	12918.7314453125	14486.98046875	13234.662109375	14765.294921875	16564.396484375	17777.28125	17033.912109375	14546.275390625	19690.615234375	13057.033203125	10459.9208984375	12177.5654296875	10453.58984375	13269.1181640625	12451.7470703125	13412.7822265625	12886.2890625	14302.8603515625	15472.2001953125	12042.58984375	14855.08984375	15474.728515625	14091.431640625	13811.984375	13831.244140625	11852.8779296875
P28066	PSMA5	Proteasome subunit alpha type-5	P28066	PSA5_HUMAN	18	19	18	18	18	19	18	17	19	19	20	18	20	19	17	18	18	18	18	17	17	19	19	20	18	19	19	19	18	19	18	132931.515625	140642.375	139307.90625	131664.5625	135243.703125	135028.5625	130726.3359375	124215.8984375	123087.640625	131215.03125	133592.09375	125661.9921875	132260.515625	124855.6640625	122805.1484375	121155.3984375	116763.6640625	117915.21875	118592.71875	119072.9453125	126339.296875	121805.3828125	112302.203125	123775.5859375	122412.75	127680.15625	122658.7734375	117934.8671875	122259.6953125	122448.3828125	126036.078125
P28070	PSMB4	Proteasome subunit beta type-4	P28070	PSB4_HUMAN	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	126584.0625	135939.328125	138229.046875	130143.3046875	132527.8125	121370.3125	129056.390625	116577.7578125	118718.421875	129081.2734375	127017.546875	111759.125	126101.2421875	121476.0234375	115095.5703125	119483.7265625	118645.7734375	111514.0234375	113073.5625	110489.9296875	114283.7890625	122976.3125	107977.4765625	122471.2890625	122317.328125	114307.5390625	121776.25	118086.9453125	117336.96875	123359.4375	116704.5625
P28072	PSMB6	Proteasome subunit beta type-6	P28072	PSB6_HUMAN	9	9	9	9	9	9	9	8	9	8	9	8	9	9	9	9	9	9	8	9	8	8	7	9	8	9	9	8	8	9	9	130080.515625	150604.890625	143035.25	152899.53125	123346.203125	139242.3125	127098.828125	116284.640625	120653.0859375	112162.25	118891.375	78630.359375	112452.1796875	123680.5625	113694.3203125	126643.546875	119332.8125	126383.5234375	116266.046875	108510.8828125	113556.84375	114356.515625	102767.84375	114863.109375	106211.2109375	121645.28125	117853.09375	111394.3125	115627.390625	124003.078125	113101.796875
P28074	PSMB5	Proteasome subunit beta type-5	P28074	PSB5_HUMAN	18	19	18	18	18	17	18	19	18	17	17	18	18	19	16	19	18	19	19	19	18	18	17	18	19	19	19	17	18	18	17	63654.296875	65802.953125	67571.0703125	69649.9453125	68905.03125	67639	67864.25	62333.5234375	61889.7265625	63256.29296875	55644.56640625	59104.35546875	57873.25390625	61582.2109375	59080.53515625	64860.16796875	56652.7890625	62087.4296875	60255.6484375	59868.4921875	61539.3671875	63833.75390625	50212.0625	59761.48828125	61688.6875	61677.80078125	64290.16796875	57744.71875	58853.21484375	62971.1328125	63659.2578125
P28161	GSTM2	Glutathione S-transferase Mu 2	P28161	GSTM2_HUMAN	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	31971.568359375	31041.810546875	31870.31640625	32249.166015625	30213.505859375	29249.96484375	30487.708984375	29376.396484375	27907.203125	29852.955078125	28649.869140625	27464.51171875	28620.259765625	31789.076171875	33035.7734375	33337.453125	33513.3984375	30778.236328125	34462.28125	35363.75390625	32394.572265625	20389.447265625	16184.7353515625	19544.314453125	18409.2890625	19810.224609375	18092.666015625	16319.44921875	27051.5625	26920.490234375	28823.0234375
P28289	TMOD1	Tropomodulin-1	P28289	TMOD1_HUMAN	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	153480.578125	158391.28125	152736.421875	151695.328125	150720.640625	147103.484375	151075.296875	127111.15625	127963.0546875	121851.03125	130801.6171875	121986.65625	126379.734375	125186.8828125	132491.90625	128679.6875	134931.59375	132012.09375	131367.15625	132607.140625	130401.7890625	123105.0390625	132805.09375	119420.28125	123176.03125	116738.6875	124211.3671875	122230.7265625	130124.515625	131827.484375	129958.328125
P28482	MAPK1	Mitogen-activated protein kinase 1	P28482	MK01_HUMAN	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	46625.25390625	46712.2890625	44390.56640625	46560.234375	46722.08203125	45401.578125	46980.8359375	36220.1171875	39298.765625	35644.296875	33485.70703125	40624.390625	35999.2890625	34697.0078125	39685.05078125	38221.04296875	43015.296875	39947.44921875	37597.16015625	38815.59765625	40417.3671875	33309.58984375	33532.22265625	32647.283203125	36205.15234375	36748.87890625	34160.42578125	35125.58203125	36110.9609375	41011.46484375	39549.234375
P28676	GCA	Grancalcin	P28676	GRAN_HUMAN	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	26702.123046875	22871.2578125	26486.857421875	25713.181640625	21409.021484375	23805.4140625	17889.37890625	23110.421875	25690.607421875	30232.62109375	29186.548828125	25215.33984375	28203.958984375	23288.603515625	22446.5859375	25715.9921875	22722.15625	26528.80859375	25741.044921875	23941.9765625	26077.560546875	21347.26953125	17179.1484375	16777.431640625	19614.873046875	18004.9296875	17471.89453125	18584.833984375	22985.404296875	21878.693359375	22649.806640625
P28838	LAP3	Cytosol aminopeptidase	P28838	AMPL_HUMAN	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	4	4	4	4	4	4	4	4	4	4	4	4	9523.83203125	9662.6494140625	12041.7861328125	9535.484375	10281.02734375	8678.8466796875	9705.537109375	12827.8115234375	8861.57421875	13666.046875	11209.1669921875	10457.265625	12204.896484375	11292.0068359375	8734.3427734375	7612.6240234375	5953.779296875	5941.8046875	7386.96728515625	7672.27294921875	6576.685546875	9957.2255859375	16172.6982421875	10476.6015625	11180.6748046875	10612.2333984375	11322.4384765625	9700.32421875	7982.513671875	10365.15234375	9307.771484375
P29144	TPP2	Tripeptidyl-peptidase 2	P29144	TPP2_HUMAN	44	44	44	44	43	44	44	44	43	44	43	43	44	43	44	44	44	44	43	44	43	44	43	43	44	44	44	43	44	43	44	60674.0546875	61921.77734375	61724.84375	62561.0625	61645.05859375	60049.50390625	60104.79296875	55350.05078125	53214.64453125	53014.09765625	54620.46484375	53117.56640625	53298.8359375	55138.09375	60262.8671875	59779.66796875	58467.71484375	61277.80859375	62161.48046875	61201.32421875	60300.67578125	58509.04296875	54478.96484375	55979.18359375	59115.75390625	56694.703125	59724.48828125	56726.28125	54946.6796875	56066.1015625	54818.953125
P29320	EPHA3	Ephrin type-A receptor 3	P29320	EPHA3_HUMAN	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1711.7911376953125	495.3294677734375	1940.6678466796875	1148.3594970703125	572.9537353515625	1164.8511962890625	NaN	11904.474609375	7992.34619140625	6496.4404296875	11168.830078125	10668.1083984375	9338.0244140625	10086.7578125	6667.3447265625	5321.36279296875	5694.048828125	5749.576171875	5206.8095703125	7484.88330078125	6059.73828125	9009.431640625	11499.7919921875	9922.732421875	9452.6494140625	10909.1982421875	10741.3603515625	9506.0712890625	8043.35693359375	7296.69580078125	5262.51806640625
P29350	PTPN6	Tyrosine-protein phosphatase non-receptor type 6	P29350	PTN6_HUMAN	0	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	NaN	6825.35693359375	6908.70947265625	4711.66259765625	NaN	NaN	NaN	6004.64794921875	7208.3935546875	6944.9150390625	8327.79296875	10099.341796875	7974.73974609375	8064.70556640625	7785.20166015625	6712.5	6114.3095703125	5949.65283203125	9852.201171875	5373.97509765625	7879.0859375	4661.353515625	NaN	7537.8681640625	9653.08203125	8165.9892578125	7793.14892578125	5185.47265625	8471.25	NaN	NaN
P29401	TKT	Transketolase	P29401	TKT_HUMAN	33	32	34	33	33	34	33	32	34	32	33	31	33	31	34	33	34	33	34	34	34	33	33	32	34	34	34	33	33	34	34	254114	249188.3125	255597.953125	251440.78125	253663.703125	242686.890625	246158.765625	218328.359375	212545.359375	213593.046875	217133.765625	205348.8125	220516.140625	215742.875	265830.21875	259802.8125	263496.4375	256230.78125	254940.296875	257507.984375	272604.5	223959.234375	221223.46875	225930.5625	223220.96875	216549.78125	221746.078125	224837.84375	231003.296875	233643.46875	233547.75
P29622	SERPINA4	Kallistatin	P29622	KAIN_HUMAN	17	17	18	17	17	18	18	18	18	19	18	19	18	19	18	18	18	19	19	19	17	19	18	17	19	18	19	18	18	18	19	59088.83203125	54344.5078125	53548.234375	56459.19921875	56926.0390625	62211.94140625	54793.421875	65768.953125	67749.640625	63183.8203125	61023.6015625	74084.8671875	67246.3203125	67124.765625	60744.58984375	61666.65234375	58796.484375	65336.73046875	62802.60546875	60916.48828125	62340.5625	71082.5	65100.57421875	71767.859375	66980.1328125	74704.703125	65825.421875	71518	61665.60546875	60619.859375	66927.6484375
P30041	PRDX6	Peroxiredoxin-6	P30041	PRDX6_HUMAN	46	46	47	46	47	47	46	46	46	46	46	47	46	46	46	46	46	46	46	46	45	46	47	46	46	46	46	46	46	46	46	2232614.75	2211508.5	2205570.25	2157051.25	2160890	2193049.25	2208517.5	1853897.25	1866629.75	1801661	1828547.25	1856488.5	1861318.875	1886140.375	2003829	1997949.125	2037424.25	2005317.375	2017521.25	2008045.75	1987038.875	1931862.5	1989469.875	1894911.375	1938267.75	1905613.5	1926906.375	1892424	1968886.625	1946555	1963287.5
P30043	BLVRB	Flavin reductase (NADPH)	P30043	BLVRB_HUMAN	42	43	42	43	43	43	42	40	42	40	41	42	43	40	43	43	42	43	42	41	41	42	40	41	43	42	42	39	42	42	43	6089813	6220176.5	6214192.5	6111249.5	6003999.5	5985557.5	6054417	5245372	5224020	5233231.5	5139243	5039039	5201796.5	5279914	5199233.5	5339520.5	5205229.5	5323065	5335213.5	5214583	5228875	4932990	4797411	4898175.5	4966281	4714138.5	4986275	4723596	5215654	5335045	5179370.5
P30044	PRDX5	Peroxiredoxin-5, mitochondrial	P30044	PRDX5_HUMAN	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	36369.07421875	36842.5859375	36735.19140625	32071.81640625	37896.58984375	30229.4921875	34125.33984375	40372.3125	43958.47265625	44496.71484375	45886.421875	40839.24609375	38705.6328125	37693.04296875	42257.38671875	45343.25	37784.81640625	39964.09375	35019.47265625	39396.37109375	41515.58203125	49726.05859375	46697.23828125	49740.87109375	50841.46875	49682.6328125	50718.97265625	49773.203125	44211.8125	43492.76171875	42399.6953125
P30046	DDT	D-dopachrome decarboxylase	P30046	DOPD_HUMAN	15	15	15	15	14	15	15	15	15	14	14	14	14	15	15	15	15	15	15	15	15	14	13	15	15	15	15	15	15	15	15	254060.28125	248645.515625	243032.265625	241753.828125	231445.015625	244338.53125	236445.578125	231215.59375	231087.09375	218362.28125	228876.328125	226969.296875	225436.25	236544.640625	265897.78125	244763.0625	261778.5625	253141.90625	253852.90625	263009.96875	261951.109375	216830.59375	216531.03125	226057.5	231799.53125	203866.421875	225976.140625	220625.859375	233374.5625	236096.015625	231907.40625
P30048	PRDX3	Thioredoxin-dependent peroxide reductase, mitochondrial	P30048	PRDX3_HUMAN	1	2	1	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	10015.5908203125	7954.6962890625	10662.2861328125	9642.765625	10591.7138671875	12473.7294921875	11304.99609375	18485.40625	18825.765625	21258.53125	21193.822265625	15562.837890625	19746.203125	16477.99609375	14955.154296875	15763.732421875	10896.45703125	14774.9384765625	13186.7265625	14896.923828125	15650.1826171875	15568.8994140625	13075.1220703125	11720.2333984375	18076.4453125	16148.1669921875	15386.2119140625	17892.158203125	14220.955078125	14935.66015625	13933.07421875
P30085	CMPK1	UMP-CMP kinase	P30085	KCY_HUMAN	9	9	9	9	9	9	9	9	9	9	9	8	8	9	9	9	9	9	9	9	9	9	9	9	8	9	9	9	9	9	8	57751.2890625	55565.36328125	56040.39453125	57407.90625	55916.6484375	56105.625	56697.1640625	43395.58984375	42671.80078125	37834.79296875	39321.4921875	41514.41796875	38573.46484375	40944.90625	46967.88671875	44550.84375	45240.14453125	46667.75	45748.6328125	46281.7578125	43812.83984375	49256.19140625	47694.80859375	49268.94921875	51431.96875	47724.7109375	49307.21484375	47261.28125	44708.33984375	44648.9921875	47785.55859375
P30086	PEBP1	Phosphatidylethanolamine-binding protein 1	P30086	PEBP1_HUMAN	22	22	22	22	22	22	22	22	22	21	21	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	408144.1875	398790.9375	401063.96875	398525.28125	393733.78125	394540.46875	401597.90625	338832.28125	335282.25	335411.5	333978.65625	330895.78125	331092.28125	331356.46875	355846.9375	347093.65625	357791.34375	352550.84375	353150.65625	364248.96875	354807.78125	341466.9375	364111.71875	340411.9375	347695.75	322331.875	344184.96875	335253.5625	349823.875	356831.625	349228.40625
P30101	PDIA3	Protein disulfide-isomerase A3	P30101	PDIA3_HUMAN	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	37380.76953125	38478.80078125	38438.27734375	37661.69921875	36270.87109375	35369.5703125	40018.98828125	49447.58984375	50283.56640625	52655.34765625	50218.59765625	47940.20703125	49093.015625	47938.62109375	48820.3984375	48711.44921875	47197.55078125	47523.51953125	44861.01171875	46183.30859375	49859.859375	44812.86328125	48595.1640625	46211.0234375	45063.625	44704.9453125	42659.96875	46957.4140625	43845.48046875	44039.40234375	44819.8203125
P30153	PPP2R1A	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform	P30153	2AAA_HUMAN	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	150000.6875	146969.515625	146186.78125	150423.796875	145224.578125	149901.609375	148877.890625	136542.265625	137133.265625	133489.515625	131122.953125	129781	137019.15625	136919.546875	143772.609375	146318.1875	146226.5625	141232.78125	146344.203125	144744.109375	146840.78125	128474.3515625	129483.03125	130180.4296875	128233.8515625	121275.2578125	126621.796875	119780.8671875	134680.375	136034.296875	134286.09375
P30154	PPP2R1B	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform	P30154	2AAB_HUMAN	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	14956.9599609375	20205.84375	16391.744140625	16128.17578125	19228.810546875	16808.740234375	18267.94921875	11197.5732421875	10936.2998046875	13708.7548828125	11676.587890625	12606.4970703125	13355.2763671875	12842.6357421875	13068.171875	13469.7998046875	14239.7783203125	12711.4619140625	13432.6591796875	14616.40625	12734.365234375	11632.423828125	12855.814453125	13387.52734375	13236.0419921875	8643.5791015625	9680.0966796875	10994.8603515625	15381.6015625	11530.0634765625	12333.09375
P30520	ADSS2	Adenylosuccinate synthetase isozyme 2	P30520	PURA2_HUMAN	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	10886.216796875	10034.42578125	7665.9296875	11164.3212890625	6497.7861328125	10571.7158203125	10029.45703125	NaN	5241.615234375	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13590.7080078125	7463.41552734375	NaN	NaN	NaN	1761.633544921875	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6978.2138671875
P30566	ADSL	Adenylosuccinate lyase	P30566	PUR8_HUMAN	17	17	18	18	17	17	17	17	17	18	18	18	17	18	17	17	18	17	17	18	17	17	17	17	17	17	17	18	17	18	18	140291.65625	138688.25	139223.203125	137623.6875	139146.671875	135312.9375	136105.0625	128299.7578125	127685.9609375	122196.3046875	123314.5625	127234.890625	120920.9609375	126709.40625	125935.2890625	127933.71875	127932.3046875	127933.015625	127023.7421875	125754.765625	128562.15625	125875.1953125	129075.3359375	121586.90625	121918.1171875	118827.2421875	121234.4140625	121051.71875	125139.203125	126779.78125	122324.4453125
P30613	PKLR	Pyruvate kinase PKLR	P30613	KPYR_HUMAN	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	212273.5	211268.890625	215733.359375	208343.078125	215271.21875	209521.296875	213954.484375	165377.484375	163885.515625	158002.15625	169247.859375	163953.8125	166733.5	165078.90625	160545.1875	161315.46875	165182.546875	163783.390625	157400.25	163755.90625	160051.203125	148967.09375	149457.203125	145580.90625	148410.75	140842.34375	147707.28125	146459.390625	165843.453125	165063.515625	163387.109375
P30626	SRI	Sorcin	P30626	SORCN_HUMAN	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	259105.65625	254510.3125	239863.953125	253552.53125	245981.796875	251213.640625	252230.796875	233952.65625	230711.984375	221856.640625	224341.859375	221037.46875	221043.515625	238800.453125	230171.203125	237698.375	230545.296875	241011.90625	233604.875	239575.046875	236137.71875	208046.984375	209467.40625	209242.203125	201754.984375	203071.328125	198945.3125	195570.625	236100.15625	221123.515625	220771.953125
P30711	GSTT1	Glutathione S-transferase theta-1	P30711	GSTT1_HUMAN	1	0	0	1	0	0	0	7	7	7	7	7	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	7	388.87091064453125	NaN	NaN	369.4129638671875	NaN	NaN	NaN	24456.578125	37347.953125	11689.2802734375	19624.181640625	35707.27734375	29346.025390625	33783.45703125	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4116.45361328125	5404.20556640625	8238.3154296875
P30740	SERPINB1	Leukocyte elastase inhibitor	P30740	ILEU_HUMAN	17	17	17	17	17	17	17	17	17	16	16	17	17	17	17	17	17	16	16	17	17	17	17	17	16	17	17	17	17	17	17	38021.7734375	37277.5859375	37504.828125	35138.67578125	36811.26171875	34712.92578125	36246.671875	35350.42578125	35137.89453125	33830.98828125	33921.9140625	35462.69921875	35370.34375	35351.65625	32425.6875	33714.578125	33954.01171875	32832.9609375	34511.28125	33284.3828125	31886.193359375	37468.2734375	35745.34765625	38681.0078125	39878.5234375	39311.6640625	38959.546875	38577.1796875	34791.30859375	35462.3828125	34115.15625
P31146	CORO1A	Coronin-1A	P31146	COR1A_HUMAN	9	9	9	9	9	9	9	9	9	8	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	41148.7890625	42813.56640625	40593.51171875	40057.5703125	42519.08203125	41148.75	40646.02734375	59986.875	55843.0625	63063.6640625	54304.9609375	60618.67578125	57538.90625	59830.04296875	57822.1875	56719.85546875	50399.19140625	55419.67578125	60986.6875	56400.765625	57121.84765625	47635.25390625	40204.9609375	50642.80859375	49551.33984375	52578.71484375	48365.16015625	50979.9921875	49941.328125	51536.01171875	49637.2734375
P31150	GDI1	Rab GDP dissociation inhibitor alpha	P31150	GDIA_HUMAN	10	10	10	10	9	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	48022.1171875	52681.21484375	51154.64453125	48075.66015625	50625.1015625	48669.7265625	48731.14453125	40742.0078125	43784.01953125	45093.71875	43220.6484375	39415.61328125	44428.5234375	40605.82421875	45948.7734375	44952.53515625	45370.21484375	44398.21875	44386.88671875	46989.70703125	47155.41015625	41800.71484375	45342.078125	38140.97265625	39095.40234375	38932.68359375	38666.19921875	38879.6171875	40926.90625	41639.22265625	43668.98046875
P31153	MAT2A	S-adenosylmethionine synthase isoform type-2	P31153	METK2_HUMAN	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	13621.48046875	15097.212890625	14077.66015625	13741.05859375	14875.1240234375	11345.2744140625	15347.126953125	12260.087890625	15090.5869140625	11482.0634765625	8988.5302734375	12590.8388671875	11133.8505859375	11885.205078125	11718.513671875	12162.68359375	12333.4404296875	12299.2294921875	10833.6298828125	12507.2119140625	11981.5927734375	10292.1904296875	13972.2158203125	9747.4599609375	9323.162109375	8523.599609375	9628.35546875	10582.888671875	12179.6806640625	13505.0380859375	13128.6015625
P31939	ATIC	Bifunctional purine biosynthesis protein ATIC	P31939	PUR9_HUMAN	34	34	34	33	34	34	34	34	34	32	30	31	31	33	34	33	34	34	31	32	34	34	34	32	33	33	32	34	33	34	34	133834.53125	140780.71875	139077.28125	136825.046875	139094.40625	137961.046875	137748.828125	110268.0625	109322.6484375	109563.578125	110001.9609375	107103.65625	107399.34375	107564.46875	109616.4921875	110983.34375	112258.7421875	111607.015625	110031.78125	110512.6640625	108535.640625	137495.09375	137363.25	133443.03125	135595.59375	130792.8046875	132571.546875	131287.0625	118665.390625	119169	117759.9453125
P31942	HNRNPH3	Heterogeneous nuclear ribonucleoprotein H3	P31942	HNRH3_HUMAN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	11407.0869140625	9422.76171875	13554.294921875	11116.365234375	9600.2958984375	7235.0322265625	8728.7822265625	8801.0634765625	11591.6884765625	9432.0712890625	11870.33203125	6092.25048828125	8856.830078125	10864.5078125	10796.7294921875	7265.68017578125	6627.46728515625	8629.15625	7116.005859375	8018.72021484375	12763.244140625	7735.0234375	10654.6611328125	10216.2197265625	7556.94140625	8351.96875	9306.9560546875	9731.7216796875	10405.005859375	10014.935546875	5704.16748046875
P31943	HNRNPH1	Heterogeneous nuclear ribonucleoprotein H	P31943	HNRH1_HUMAN	4	4	4	4	4	4	4	4	4	4	4	3	4	4	4	4	4	4	4	4	4	4	4	3	4	3	4	4	4	4	4	16646.0234375	19468.09765625	19592.328125	18587.650390625	18858.306640625	17739.046875	18232.765625	14604.041015625	16194.5224609375	17102.427734375	17477.302734375	15753.8017578125	15581.892578125	16113.228515625	16997.935546875	16480.900390625	18283.412109375	16435.513671875	16597.958984375	16042.0009765625	17376.544921875	14870.2353515625	14941.1708984375	13656.6806640625	14059.658203125	14343.55859375	13514.9658203125	14468.1025390625	15303.7646484375	15848.6171875	15888.58203125
