PG.ProteinGroups	PG.Genes	PG.ProteinDescriptions	PG.UniProtIds	PG.ProteinNames	[1] ID106583_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[2] ID106559_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[3] ID106567_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[4] ID106555_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[5] ID106579_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[6] ID106563_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[7] ID106571_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[8] ID106584_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[9] ID106560_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[10] ID106568_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[11] ID106556_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[12] ID106580_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[13] ID106564_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[14] ID106572_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[15] ID106585_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[16] ID106561_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[17] ID106569_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[18] ID106557_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[19] ID106581_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[20] ID106565_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[21] ID106573_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[22] ID106586_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[23] ID106562_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[24] ID106570_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[25] ID106558_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[26] ID106582_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[27] ID106566_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[28] ID106574_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[29] IDSPQC_01_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[30] IDSPQC_02_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[31] IDSPQC_03_MA10140C_6010_080323.htrms.PG.NrOfPrecursorsUsedForQuantification	[1] ID106583_01_MA10140C_6010_080323.htrms.PG.Quantity	[2] ID106559_01_MA10140C_6010_080323.htrms.PG.Quantity	[3] ID106567_01_MA10140C_6010_080323.htrms.PG.Quantity	[4] ID106555_01_MA10140C_6010_080323.htrms.PG.Quantity	[5] ID106579_01_MA10140C_6010_080323.htrms.PG.Quantity	[6] ID106563_01_MA10140C_6010_080323.htrms.PG.Quantity	[7] ID106571_01_MA10140C_6010_080323.htrms.PG.Quantity	[8] ID106584_01_MA10140C_6010_080323.htrms.PG.Quantity	[9] ID106560_01_MA10140C_6010_080323.htrms.PG.Quantity	[10] ID106568_01_MA10140C_6010_080323.htrms.PG.Quantity	[11] ID106556_01_MA10140C_6010_080323.htrms.PG.Quantity	[12] ID106580_01_MA10140C_6010_080323.htrms.PG.Quantity	[13] ID106564_01_MA10140C_6010_080323.htrms.PG.Quantity	[14] ID106572_01_MA10140C_6010_080323.htrms.PG.Quantity	[15] ID106585_01_MA10140C_6010_080323.htrms.PG.Quantity	[16] ID106561_01_MA10140C_6010_080323.htrms.PG.Quantity	[17] ID106569_01_MA10140C_6010_080323.htrms.PG.Quantity	[18] ID106557_01_MA10140C_6010_080323.htrms.PG.Quantity	[19] ID106581_01_MA10140C_6010_080323.htrms.PG.Quantity	[20] ID106565_01_MA10140C_6010_080323.htrms.PG.Quantity	[21] ID106573_01_MA10140C_6010_080323.htrms.PG.Quantity	[22] ID106586_01_MA10140C_6010_080323.htrms.PG.Quantity	[23] ID106562_01_MA10140C_6010_080323.htrms.PG.Quantity	[24] ID106570_01_MA10140C_6010_080323.htrms.PG.Quantity	[25] ID106558_01_MA10140C_6010_080323.htrms.PG.Quantity	[26] ID106582_01_MA10140C_6010_080323.htrms.PG.Quantity	[27] ID106566_01_MA10140C_6010_080323.htrms.PG.Quantity	[28] ID106574_01_MA10140C_6010_080323.htrms.PG.Quantity	[29] IDSPQC_01_MA10140C_6010_080323.htrms.PG.Quantity	[30] IDSPQC_02_MA10140C_6010_080323.htrms.PG.Quantity	[31] IDSPQC_03_MA10140C_6010_080323.htrms.PG.Quantity
Q8NCW5	NAXE	NAD(P)H-hydrate epimerase	Q8NCW5	NNRE_HUMAN	8	8	8	7	8	8	8	7	8	7	7	8	8	8	8	7	8	8	8	8	8	8	8	8	8	8	8	7	8	8	7	46943.1484375	45228.81640625	49181.76953125	48657.4921875	46036.73046875	49074.69921875	49446.50390625	36594.87890625	40132.31640625	35828.125	38481.1015625	40364.41015625	37603.59375	37212.7265625	46901.38671875	45137.29296875	49703.47265625	42374.2890625	45455.14453125	47942.234375	46935.39453125	39566.38671875	37931.1796875	39263.890625	38116.4609375	40627.8125	36846.49609375	38457	42233.046875	42652.70703125	42048.28515625
Q8NDG6	TDRD9	ATP-dependent RNA helicase TDRD9	Q8NDG6	TDRD9_HUMAN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	34444.484375	27989.306640625	33427.484375	29457.1640625	28994.236328125	28338.5078125	26380.2421875	22535.580078125	21238.8984375	16472.841796875	20842.9296875	21213.732421875	21680.92578125	20514.736328125	22989.904296875	22676.939453125	22753.087890625	23136.912109375	20149.158203125	20651.203125	19346.072265625	21518.4609375	23677.24609375	23423.505859375	20016.00390625	22285.068359375	22478.76953125	26089.470703125	26817.904296875	24091.4609375	27072.115234375
Q8NE71	ABCF1	ATP-binding cassette sub-family F member 1	Q8NE71	ABCF1_HUMAN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4652.224609375	5142.16259765625	3871.334716796875	3613.114501953125	5125.171875	6719.10302734375	5087.451171875	5613.30517578125	6743.55126953125	5215.6083984375	5438.14404296875	6226.87451171875	6394.49169921875	5038.00439453125	6396.46630859375	8096.1796875	6966.9462890625	6181.59423828125	8880.26171875	5865.3349609375	6029.486328125	5936.57275390625	6002.34375	6028.08154296875	5786.79931640625	4280.85546875	6126.89599609375	5433.03515625	5078.6875	6298.45849609375	5991.94482421875
Q8NER1	TRPV1	Transient receptor potential cation channel subfamily V member 1	Q8NER1	TRPV1_HUMAN	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	1	14249.505859375	13555.7978515625	10558.4052734375	10615.162109375	10180.22265625	17329.724609375	6940.91796875	16358.0478515625	12341.111328125	15718.23828125	13367.6103515625	8089.21142578125	15846.44140625	NaN	16364.205078125	11149.216796875	13267.5673828125	18151.197265625	10098.744140625	14041.5068359375	20089.466796875	NaN	7425.31005859375	NaN	17922.8671875	9692.6064453125	NaN	17783.283203125	19558.6875	14535.2734375	16195.6533203125
Q8NEZ2	VPS37A	Vacuolar protein sorting-associated protein 37A	Q8NEZ2	VP37A_HUMAN	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	4872.11328125	4965.044921875	4419.2978515625	5588.35595703125	5270.89697265625	5535.2236328125	5637.4013671875	NaN	NaN	4157.552734375	4227.931640625	NaN	4117.51318359375	3776.88134765625	6168.2548828125	4348.68212890625	4474.52783203125	4322.5478515625	4495.43310546875	4450.6083984375	4879.97802734375	3669.5849609375	4079.858154296875	3020.73388671875	5359.796875	NaN	4310.7919921875	3951.627197265625	4106.76611328125	4024.858642578125	5109.71630859375
Q8NEZ4	KMT2C	Histone-lysine N-methyltransferase 2C	Q8NEZ4	KMT2C_HUMAN	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	72322.5390625	114162.4453125	116818.546875	127831.0625	133022.4375	116820.0859375	111198.7421875	87643.28125	91780.2421875	98608.9921875	101008.28125	119210.0390625	102525.359375	80513.03125	88106.15625	85363.34375	90591.671875	93387.40625	90863.9609375	66035.4375	85745.1171875	40817.546875	110568.390625	65498.95703125	74385.1171875	48125.42578125	59322.9140625	60098.80078125	88449.2734375	83557.78125	113685.3046875
Q8NFM4	ADCY4	Adenylate cyclase type 4	Q8NFM4	ADCY4_HUMAN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	17782.724609375	15717.6552734375	18674.177734375	15383.208984375	25858.978515625	23994.28125	15809.283203125	18036.724609375	20635.138671875	14743.076171875	19088.466796875	29984.583984375	22251.375	20996.59375	28365.13671875	21128.14453125	17731.16796875	22500.1171875	30756.064453125	30568.50390625	26943.81640625	31948.017578125	NaN	32620.916015625	27457.8359375	30734.60546875	31797.23828125	34035.72265625	26236.373046875	24233.494140625	25570.845703125
Q8NFQ8	TOR1AIP2	Torsin-1A-interacting protein 2	Q8NFQ8	TOIP2_HUMAN	0	0	1	1	0	0	1	0	1	1	1	1	1	1	0	1	1	0	1	0	1	1	0	1	1	0	1	1	0	1	1	NaN	NaN	6871.63818359375	6624.31103515625	NaN	NaN	7551.6533203125	NaN	5736.71240234375	10.68839168548584	2558.041748046875	4054.22705078125	5926.9921875	4037.292236328125	NaN	7650.09228515625	5650.19775390625	NaN	7092.57666015625	NaN	7597.0107421875	7708.89794921875	NaN	5230.8857421875	8850.55859375	NaN	7719.9375	2334.4208984375	NaN	6450.671875	7739.056640625
Q8NFU4	FDCSP	Follicular dendritic cell secreted peptide	Q8NFU4	FDSCP_HUMAN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	35250.89453125	33266.4765625	43492.79296875	39765.078125	32982.875	30058.298828125	30043.90625	32690.255859375	43898	31174.853515625	40867.484375	42139.77734375	40834.78515625	38208.28125	47485.6875	46346.296875	52220.76953125	47098.75	34987.10546875	46094.8203125	47728.25390625	59059.0234375	75046.2734375	69320.625	68224.6796875	66339.3046875	67219.53125	65726.8984375	59575.46875	50395.19921875	44489.9296875
Q8NG06	TRIM58	E3 ubiquitin-protein ligase TRIM58	Q8NG06	TRI58_HUMAN	1	1	2	1	1	1	1	1	1	0	1	0	0	0	0	1	0	0	2	1	1	0	0	0	0	0	1	0	0	1	1	5816.28515625	7696.966796875	8999.501953125	8339.447265625	8517.8125	8139.3388671875	6635.72998046875	3296.26220703125	4716.2900390625	NaN	5104.67138671875	NaN	NaN	NaN	NaN	3878.3955078125	NaN	NaN	6775.23193359375	6201.8154296875	5383.7001953125	NaN	NaN	NaN	NaN	NaN	930.3286743164062	NaN	NaN	6389.57177734375	4392.32666015625
Q8NGA2	OR7A2P	Putative olfactory receptor 7A2	Q8NGA2	OR7A2_HUMAN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	15270.564453125	12841.662109375	13710.3037109375	12864.87109375	16449.271484375	14765.9765625	14814.4853515625	23584.8828125	25382.71484375	22009.1796875	23264.951171875	28257.34765625	22992.740234375	23999.05078125	18496.173828125	19757.970703125	20893.123046875	20427.177734375	20440.203125	21628.154296875	20065.06640625	9614.4921875	9687.169921875	12971.095703125	11781.1474609375	12025.4912109375	13069.890625	12160.2197265625	18398.01171875	19352.03125	18051.8359375
Q8NGZ2	OR14K1	Olfactory receptor 14K1	Q8NGZ2	O14K1_HUMAN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	129416.96875	124104.8671875	125679.3046875	129603.2421875	131195.796875	130196.859375	119249.0234375	97462.3125	107728.84375	102326.2265625	106355.8671875	97151.0390625	97059.5390625	93409.859375	113201.8828125	111987.390625	116728.9765625	109838.5078125	95050.4765625	108260.7734375	111355.2421875	116935.203125	99961.6953125	98561.3359375	107401.5859375	97672.515625	114099.53125	99859.921875	112150.1875	99173.75	113930.8828125
Q8NHG7	SVIP	Small VCP/p97-interacting protein	Q8NHG7	SVIP_HUMAN	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	23952.671875	27919.5625	28820.951171875	25048.595703125	28443.83984375	28241.73828125	26041.1015625	31364.84375	30274.8984375	35302.875	31592.48828125	33512.7890625	33242.5390625	30946.05078125	31975.6796875	32307.9296875	28143.84375	27130.736328125	27707.9765625	29216.40234375	28102.75	28339.93359375	33275.15234375	32971.3046875	28922.81640625	31634.0078125	31337.15234375	24954.1796875	33419.48828125	32015.02734375	28740.662109375
Q8NHY0	B4GALNT2	Beta-1,4 N-acetylgalactosaminyltransferase 2	Q8NHY0	B4GN2_HUMAN	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	11055.1904296875	11731.09375	15435.125	14024.466796875	10921.3388671875	12512.7880859375	11471.5791015625	14671.2060546875	13047.888671875	NaN	14238.6044921875	13421.552734375	14138.029296875	12596.96875	11674.0458984375	10799.1845703125	12654.9833984375	15317.9306640625	14546.072265625	NaN	13338.271484375	NaN	12486.8046875	11360.5419921875	16968.384765625	13044.1591796875	16329.5712890625	11481.654296875	15278.0107421875	12256.7138671875	9114.9853515625
Q8TAC1	RFESD	Rieske domain-containing protein	Q8TAC1	RFESD_HUMAN	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	30362.88671875	32341.408203125	32605.8984375	30404.2734375	26831.326171875	25650.390625	31206.09765625	25160.88671875	26659.11328125	26836.306640625	28629.83984375	27030.4765625	28713.046875	25837.9375	29367.076171875	29807.91796875	31768.546875	30901.9375	29126.232421875	30102.50390625	31701.78515625	25579.896484375	27204.294921875	24976.67578125	26761.82421875	25071.791015625	27811.3359375	23535.771484375	25859.15625	28017.541015625	28546.947265625
Q8TAT6	NPLOC4	Nuclear protein localization protein 4 homolog	Q8TAT6	NPL4_HUMAN	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	7145.40283203125	7468.28759765625	5676.77099609375	7412.60107421875	8257.40625	5988.2060546875	6964.3720703125	5749.29443359375	6531.29931640625	5591.83056640625	7774.35400390625	4566.2353515625	5708.130859375	7421.12890625	6124.16552734375	6079.75634765625	6246.28076171875	7582.6396484375	7293.35400390625	6678.2509765625	7311.18994140625	6094.23291015625	6931.771484375	8041.67529296875	7609.44580078125	7146.7919921875	7575.611328125	6198.60009765625	5996.00634765625	6531.33447265625	7060.23779296875
Q8TBC4	UBA3	NEDD8-activating enzyme E1 catalytic subunit	Q8TBC4	UBA3_HUMAN	4	2	3	3	4	3	2	3	3	3	3	2	3	4	2	3	3	2	1	3	2	3	2	3	3	3	3	3	3	3	3	15234.34375	18050.080078125	13196.6708984375	20137.0546875	13684.08984375	14902.9462890625	12690.7978515625	15448.1611328125	14116.259765625	15383.4384765625	13706.8271484375	11638.18359375	13604.72265625	13096.640625	12721.265625	15063.4365234375	13771.654296875	13666.79296875	12398.599609375	10569.3857421875	16959.5703125	12739.669921875	10123.15625	12257.5771484375	15316.3515625	14772.4501953125	14638.6845703125	16110.65625	16568.3359375	16219.5771484375	13331.068359375
Q8TBF2	PRXL2B	Prostamide/prostaglandin F synthase	Q8TBF2	PXL2B_HUMAN	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	2	1	1	1	1	1	0	1	1	1	1	0	1	1	1	5588.74072265625	7785.8095703125	6123.9970703125	5732.88818359375	6195.12890625	6942.38623046875	9173.17578125	3291.711669921875	5506.21630859375	5994.6005859375	3048.72265625	6463.2607421875	7177.12158203125	NaN	5274.54345703125	6018.2021484375	6624.84765625	3944.158447265625	3944.9599609375	4333.8369140625	4131.86376953125	24182.919921875	NaN	4842.509765625	3718.8349609375	5445.18896484375	7215.01513671875	NaN	6304.05908203125	6012.52294921875	5800.13232421875
Q8TBK6	ZCCHC10	Zinc finger CCHC domain-containing protein 10	Q8TBK6	ZCH10_HUMAN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	36708148	41287332	40386716	33193878	40638668	42567296	41844064	39575316	38459692	39909768	37774640	38880368	41196772	40692564	37911044	39996476	37035580	NaN	39101512	39060396	38291664	34497264	40340176	39941660	38133140	42094604	38298028	36296212	40213772	36149388	39410708
Q8TBN0	RAB3IL1	Guanine nucleotide exchange factor for Rab-3A	Q8TBN0	R3GEF_HUMAN	0	1	1	1	1	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	NaN	8668.525390625	4604.20361328125	4242.29345703125	7423.41943359375	NaN	NaN	NaN	NaN	6176.30126953125	NaN	NaN	NaN	NaN	6180.4033203125	5628.2880859375	NaN	NaN	3048.32275390625	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5213.48046875	3016.939453125
Q8TC12	RDH11	Retinol dehydrogenase 11	Q8TC12	RDH11_HUMAN	2	1	1	1	2	2	1	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	15974.4970703125	17693.16015625	14885.9951171875	17456.044921875	16287.8359375	12024.109375	17744.724609375	17041.12890625	16806.5703125	28961.22265625	20673.546875	14376.4521484375	20912.04296875	14461.6845703125	18688.62109375	15872.357421875	23855.734375	13498.39453125	22460.982421875	21666.673828125	13305.45703125	20263.236328125	11404.3740234375	19157.763671875	11336.8896484375	14452.75	18840.427734375	14673.52734375	19578.61328125	15004.203125	17675.318359375
Q8TCA0	LRRC20	Leucine-rich repeat-containing protein 20	Q8TCA0	LRC20_HUMAN	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	2	1	0	1	0	1	0	0	0	0	1	1	10661.947265625	NaN	15045.333984375	14896.1552734375	14222.1474609375	16834.96484375	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9395.58203125	13962.4619140625	17070.41015625	9726.9716796875	15492.3466796875	14529.02734375	NaN	21256.349609375	NaN	12061.150390625	NaN	NaN	NaN	NaN	11794.7041015625	14047.7587890625
Q8TCD5	NT5C	5'(3')-deoxyribonucleotidase, cytosolic type	Q8TCD5	NT5C_HUMAN	3	2	2	2	2	3	2	2	1	2	1	2	2	2	2	2	2	2	1	1	1	2	2	2	2	2	2	2	2	2	3	10746.322265625	11424.4296875	10086.0751953125	9224.533203125	12574.3173828125	7888.908203125	11216.26171875	6295.71240234375	6531.19140625	4153.5849609375	5890.111328125	4494.5595703125	5293.10791015625	6700.1767578125	8504.177734375	6428.41259765625	6287.12451171875	6494.91748046875	8903.8388671875	3553.21337890625	8039.1015625	9986.4296875	11155.5908203125	8160.65478515625	7725.865234375	8046.7607421875	8924.677734375	6554.10498046875	8780.71875	8647.8359375	7367.0205078125
Q8TCU6	PREX1	Phosphatidylinositol 3,4,5-trisphosphate-dependent Rac exchanger 1 protein	Q8TCU6	PREX1_HUMAN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	107829.0390625	92192.984375	123444.296875	129329.3359375	151815.71875	110735.8046875	115283.6171875	85193.5078125	100859.6484375	98444.0625	83840.2265625	106013.875	101088.0859375	83578.765625	85777.796875	89109.15625	120390.5234375	110758.1640625	95777.59375	85339.9375	112066.1640625	95834.0390625	103216.4375	93114.2265625	87647.40625	77640.859375	95075.359375	82832.5390625	101729.8359375	77987.0625	79267.1171875
Q8TD08	MAPK15	Mitogen-activated protein kinase 15	Q8TD08	MK15_HUMAN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	38592.29296875	36298.91796875	33134.35546875	34925.9296875	34160.8671875	32374.927734375	33650.546875	29270.806640625	27106.228515625	32754.431640625	27643.3203125	35827.99609375	28643.970703125	29331.2265625	32085.404296875	33131.4609375	30126.359375	32092.638671875	36888.16796875	28907.306640625	35320.71484375	25915.517578125	31799.630859375	27782.15234375	26228.734375	29379.138671875	24228.482421875	27949.248046875	32238.65234375	34300.9765625	29354.927734375
Q8TEB1	DCAF11	DDB1- and CUL4-associated factor 11	Q8TEB1	DCA11_HUMAN	4	4	4	4	2	2	3	3	3	2	2	2	2	3	3	2	2	2	4	3	4	3	2	2	2	3	3	2	3	3	3	8890.666015625	7647.05810546875	8097.3505859375	9145.69140625	8230.0009765625	10789.9072265625	10362.9140625	7284.166015625	6277.01416015625	7443.79541015625	7077.5244140625	5996.765625	8051.96484375	8230.4931640625	8906.7041015625	9695.1611328125	10173.884765625	10716.46484375	8238.681640625	9657.650390625	7031.7744140625	5987.1806640625	5744.1552734375	5471.98828125	5075.041015625	4397.55712890625	6083.5634765625	5844.1884765625	7102.03125	7142.525390625	7229.95361328125
Q8WTU0	DDI1	Protein DDI1 homolog 1	Q8WTU0	DDI1_HUMAN	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	1	1	18966.3046875	17050.9375	22121.6171875	18782.8359375	NaN	28889.72265625	15667.1640625	19589.568359375	17343.908203125	16260.919921875	11944.99609375	17326.37109375	NaN	19520.59375	15568.896484375	23592.17578125	NaN	28678.482421875	NaN	18533.3984375	14054.7255859375	24872.43359375	19778.462890625	NaN	12692.783203125	15980.9365234375	18082.517578125	12475.40625	15714.1318359375	17342.115234375	18691.029296875
Q8WUD1	RAB2B	Ras-related protein Rab-2B	Q8WUD1	RAB2B_HUMAN	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	1	2	2	2	2	2	1	12904.095703125	12275.296875	13103.4833984375	13481.2744140625	12691.8759765625	14147.12890625	12394.87890625	9547.6435546875	12522.701171875	11888.294921875	12077.7001953125	12643.3583984375	14006.4970703125	10586.162109375	12431.640625	15000.6455078125	13862.9580078125	12648.8447265625	12923.736328125	13917.173828125	14022.6298828125	10512.0283203125	10651.8857421875	9392.2021484375	11145.7880859375	10113.01953125	11095.4716796875	10616.923828125	12643.30078125	12769.7939453125	13781.5146484375
Q8WUM4	PDCD6IP	Programmed cell death 6-interacting protein	Q8WUM4	PDC6I_HUMAN	37	37	37	38	35	37	37	35	37	35	36	35	37	38	34	37	35	35	36	35	35	37	34	36	37	35	36	35	37	38	35	62634.81640625	64664.015625	63964.54296875	63459.53515625	65752.5546875	64614.0390625	64206.16015625	55625.51171875	53960.25390625	56363.33203125	58028.26953125	56735.98828125	56393.5234375	56296.7890625	65007.75	64636.77734375	66016.21875	63898.0859375	63234.0078125	66568.703125	65684.578125	53928.25	56799.7265625	56727.4609375	55022.3203125	53871.44140625	55957.87890625	54526.3828125	61056.546875	60807.03125	61147.08203125
Q8WVJ2	NUDCD2	NudC domain-containing protein 2	Q8WVJ2	NUDC2_HUMAN	5	5	6	5	6	5	6	5	6	5	5	5	6	6	5	5	5	6	5	5	5	6	5	5	5	5	5	5	5	6	5	38402.171875	41204.6171875	36040.25	36647.05078125	36320.05078125	35686.41796875	37850.984375	31647.017578125	30569.630859375	31177.146484375	33480.78125	29631.04296875	33307.3515625	32545.67578125	34162.109375	32768.02734375	33610.2109375	32514.025390625	33734.2890625	34396.65234375	33706.24609375	30232.994140625	29836.646484375	33047.80859375	30224.634765625	29675.05859375	32332.080078125	29454.90234375	33490.8828125	31960.908203125	33706.9921875
Q8WVM8	SCFD1	Sec1 family domain-containing protein 1	Q8WVM8	SCFD1_HUMAN	12	13	13	13	12	13	13	13	13	11	13	12	12	12	12	13	13	13	12	11	12	11	13	12	12	11	12	12	12	12	13	22052.896484375	24583.482421875	23176.08984375	22201.0703125	23308.66796875	22616.556640625	20912.580078125	17218.41796875	17076.77734375	17023.984375	16799.01171875	16797.974609375	16180.0947265625	17685.45703125	19088.998046875	17690.66015625	17435.138671875	17368.53125	16757.291015625	19156.18359375	17622.50390625	16488.1484375	16629.83203125	15200.703125	15088.6298828125	14235.3662109375	16136.576171875	14258.6875	17103.61328125	18134.822265625	17416.25
Q8WW12	PCNP	PEST proteolytic signal-containing nuclear protein	Q8WW12	PCNP_HUMAN	4	3	4	4	3	4	4	3	2	3	3	4	3	2	4	3	4	4	4	3	4	2	3	2	3	3	2	2	3	3	4	5919.93017578125	4800.98095703125	4347.19189453125	5374.115234375	5892.01220703125	5351.43896484375	5683.06591796875	5976.07421875	4267.93359375	2867.8701171875	4493.400390625	5676.390625	4298.99169921875	4611.2421875	5863.8251953125	6370.79638671875	5915.40771484375	5060.353515625	7429.49462890625	5233.1044921875	5416.3427734375	4383.7685546875	6307.09423828125	3625.08349609375	4515.18359375	3734.222900390625	3800.32421875	5297.30322265625	3875.380615234375	5342.46826171875	4895.42236328125
Q8WW22	DNAJA4	DnaJ homolog subfamily A member 4	Q8WW22	DNJA4_HUMAN	11	11	12	11	12	8	7	10	10	10	12	9	11	10	9	11	10	10	11	11	10	6	9	9	9	9	10	8	12	11	11	52694.1796875	52179.73828125	51451.51953125	53533.03125	49596.15625	47481.12109375	55209.0234375	41046.59765625	42621.69140625	47770.88671875	46266.8046875	44497.62109375	47741.3984375	44318.59765625	44353.5546875	43603.75	38465.6796875	43611.984375	46873.6328125	39936.07421875	43960.765625	38394.75	34640.33984375	34755.38671875	36115.30078125	32888.3984375	29699.041015625	33159.90234375	36951.72265625	41429.79296875	42437.75390625
Q8WWA1	TMEM40	Transmembrane protein 40	Q8WWA1	TMM40_HUMAN	1	1	1	2	0	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	1	2	1	1	1	1	1	2	2	4103.52587890625	18.75366973876953	2996.65966796875	1909.478515625	NaN	1730.1728515625	23.6414737701416	1093.9180908203125	7016.716796875	5206.9599609375	2201.93212890625	1754.5296630859375	1232.26123046875	811.9695434570312	3039.46240234375	1289.3914794921875	3794.979736328125	20.286420822143555	3244.28955078125	2055.5830078125	2876.984619140625	1788.188720703125	4169.03955078125	31.148527145385742	2208.167236328125	25.856056213378906	2294.63525390625	1769.227294921875	4635.349609375	1124.324951171875	1708.314697265625
Q8WWN8	ARAP3	Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 3	Q8WWN8	ARAP3_HUMAN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	25441.08984375	22034.240234375	22408.11328125	20384.43359375	20123.619140625	19181.244140625	19407.650390625	25110.228515625	21615.212890625	22013.80859375	22965.052734375	27047.166015625	23242.12109375	24249.6171875	29249.884765625	22497.19921875	23696.44921875	23309.8984375	22831.193359375	26027.51171875	23731.552734375	30144.908203125	34380.76171875	27113.6015625	31778.267578125	30877.98828125	27090.84765625	33178.72265625	27276.8203125	24829.3203125	28807.26953125
