PG.ProteinGroups,PG.Genes,PG.ProteinDescriptions,PG.UniProtIds,PG.ProteinNames,[1] ID73770_01_MA10140C_6010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[2] ID73779_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[3] ID73797_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[1] ID73770_01_MA10140C_6010_100422.htrms.PG.Quantity,[2] ID73779_01_MA10140C_06010_100422.htrms.PG.Quantity,[3] ID73797_01_MA10140C_06010_100422.htrms.PG.Quantity
P14317,HCLS1,Hematopoietic lineage cell-specific protein,P14317,HCLS1_HUMAN,1,1,1,2206.72802734375,1964.5029296875,4850.49365234375
P14324,FDPS,Farnesyl pyrophosphate synthase,P14324,FPPS_HUMAN,7,7,7,17403.80078125,15112.158203125,19769.107421875
P14550,AKR1A1,Aldo-keto reductase family 1 member A1,P14550,AK1A1_HUMAN,8,8,8,33981.75390625,38371.41796875,35758.4140625
P14618,PKM,Pyruvate kinase PKM,P14618,KPYM_HUMAN,11,12,11,30382.216796875,49315.56640625,53453.41015625
P14625,HSP90B1,Endoplasmin,P14625,ENPL_HUMAN,6,5,6,12653.9169921875,16392.04296875,26446.244140625
P14735,IDE,Insulin-degrading enzyme,P14735,IDE_HUMAN,6,6,6,30889.525390625,29348.59765625,28648.25
P14770,GP9,Platelet glycoprotein IX,P14770,GPIX_HUMAN,1,1,1,1231.2264404296875,3612.531982421875,4190.24072265625
P14780,MMP9,Matrix metalloproteinase-9,P14780,MMP9_HUMAN,2,4,4,7689.8857421875,11504.037109375,14193.1259765625
P14868,DARS1,"Aspartate--tRNA ligase, cytoplasmic",P14868,SYDC_HUMAN,8,8,8,34357.9765625,35416.78515625,36791.62109375
P15121,AKR1B1,Aldo-keto reductase family 1 member B1,P15121,ALDR_HUMAN,2,2,2,24106.521484375,39004.72265625,33665.5
P15153,RAC2,Ras-related C3 botulinum toxin substrate 2,P15153,RAC2_HUMAN,1,1,1,33442.26953125,55088.33203125,54996.3046875
P15169,CPN1,Carboxypeptidase N catalytic chain,P15169,CBPN_HUMAN,8,8,8,62095.0859375,53677.9296875,61531.640625
P15170;Q8IYD1,GSPT1;GSPT2,Eukaryotic peptide chain release factor GTP-binding subunit ERF3A;Eukaryotic peptide chain release factor GTP-binding subunit ERF3B,P15170;Q8IYD1,ERF3A_HUMAN;ERF3B_HUMAN,1,1,1,4496.751953125,3150.3779296875,5518.00390625
P15311,EZR,Ezrin,P15311,EZRI_HUMAN,3,3,3,16673.34765625,16439.51171875,14021.66015625
P15374,UCHL3,Ubiquitin carboxyl-terminal hydrolase isozyme L3,P15374,UCHL3_HUMAN,9,9,9,73238.703125,76629.7890625,78620.046875
P15531,NME1,Nucleoside diphosphate kinase A,P15531,NDKA_HUMAN,6,6,6,291520.65625,324704.84375,319160.875
P15814,IGLL1,Immunoglobulin lambda-like polypeptide 1,P15814,IGLL1_HUMAN,3,3,3,404078.84375,327091.0625,240092.078125
P16070,CD44,CD44 antigen,P16070,CD44_HUMAN,6,6,6,16408.583984375,21944.3359375,22414.611328125
P16083,NQO2,Ribosyldihydronicotinamide dehydrogenase [quinone],P16083,NQO2_HUMAN,2,1,1,26363.876953125,4868.57763671875,8468.34375
P16152,CBR1,Carbonyl reductase [NADPH] 1,P16152,CBR1_HUMAN,10,10,10,92473.4375,52900.25,79631.4609375
P16157,ANK1,Ankyrin-1,P16157,ANK1_HUMAN,142,142,142,1097352.375,1079809.25,1127935
P16401,H1-5,Histone H1.5,P16401,H15_HUMAN,4,4,4,76146.2890625,102509.6953125,99752.9296875
P16452,EPB42,Protein 4.2,P16452,EPB42_HUMAN,53,54,54,529224.3125,540744.3125,580946.5625
P16930,FAH,Fumarylacetoacetase,P16930,FAAA_HUMAN,12,11,11,158661.875,97483.0625,47477.375
P16949,STMN1,Stathmin,P16949,STMN1_HUMAN,2,2,2,35929.76953125,29779.384765625,33035.50390625
P16989,YBX3,Y-box-binding protein 3,P16989,YBOX3_HUMAN,4,4,4,36405.13671875,22058.609375,23105.474609375
P17066,HSPA6,Heat shock 70 kDa protein 6,P17066,HSP76_HUMAN,1,1,1,429351.5,493622.5,453629.625
P17174,GOT1,"Aspartate aminotransferase, cytoplasmic",P17174,AATC_HUMAN,18,18,18,127986.2578125,125758.9296875,120295.5078125
P17213,BPI,Bactericidal permeability-increasing protein,P17213,BPI_HUMAN,1,2,2,3858.71826171875,19113.572265625,16881.650390625
P17612,PRKACA,cAMP-dependent protein kinase catalytic subunit alpha,P17612,KAPCA_HUMAN,2,2,3,11529.4580078125,13115.634765625,11411.2587890625
P17858,PFKL,"ATP-dependent 6-phosphofructokinase, liver type",P17858,PFKAL_HUMAN,9,9,9,29344.6328125,30485.623046875,27522.57421875
P17931,LGALS3,Galectin-3,P17931,LEG3_HUMAN,8,8,8,56637.6484375,31574.3984375,41170.78515625
P17936,IGFBP3,Insulin-like growth factor-binding protein 3,P17936,IBP3_HUMAN,1,2,2,50412.08984375,56791.83984375,38850.953125
P17980,PSMC3,26S proteasome regulatory subunit 6A,P17980,PRS6A_HUMAN,15,15,15,84120.65625,77201.6640625,88480.046875
P17987,TCP1,T-complex protein 1 subunit alpha,P17987,TCPA_HUMAN,21,21,21,58410.0703125,79855.4921875,67819.8671875
P18206,VCL,Vinculin,P18206,VINC_HUMAN,23,24,24,25479.169921875,46241.66015625,40459.7265625
P18428,LBP,Lipopolysaccharide-binding protein,P18428,LBP_HUMAN,4,4,4,19547.03515625,13295.5927734375,9202.9365234375
P18577;Q02161,RHCE;RHD,Blood group Rh(CE) polypeptide;Blood group Rh(D) polypeptide,P18577;Q02161,RHCE_HUMAN;RHD_HUMAN,3,3,3,93496.96875,92425.578125,94897.7734375
P18669,PGAM1,Phosphoglycerate mutase 1,P18669,PGAM1_HUMAN,18,18,18,195894.609375,191656.6875,174235.625
P19256,CD58,Lymphocyte function-associated antigen 3,P19256,LFA3_HUMAN,2,2,2,17982.5859375,19566.607421875,17056.7421875
P19367,HK1,Hexokinase-1,P19367,HXK1_HUMAN,1,1,1,11955.771484375,11839.255859375,15849.4072265625
P19652,ORM2,Alpha-1-acid glycoprotein 2,P19652,A1AG2_HUMAN,9,9,9,417041.96875,287156.4375,304280.65625
P19823,ITIH2,Inter-alpha-trypsin inhibitor heavy chain H2,P19823,ITIH2_HUMAN,47,47,47,570106.6875,547884.75,543937.5
P19827,ITIH1,Inter-alpha-trypsin inhibitor heavy chain H1,P19827,ITIH1_HUMAN,42,41,41,345237.59375,299482.53125,321684.6875
P20042,EIF2S2,Eukaryotic translation initiation factor 2 subunit 2,P20042,IF2B_HUMAN,2,2,2,15771.88671875,12279.447265625,15337.265625
P20073,ANXA7,Annexin A7,P20073,ANXA7_HUMAN,16,16,16,94363.984375,96512.125,95764.4140625
P20160,AZU1,Azurocidin,P20160,CAP7_HUMAN,4,4,4,31835.013671875,40891.28125,52238.2265625
P20339,RAB5A,Ras-related protein Rab-5A,P20339,RAB5A_HUMAN,6,6,6,53552.17578125,47574.91796875,46331.328125
P20340,RAB6A,Ras-related protein Rab-6A,P20340,RAB6A_HUMAN,3,3,3,32761.642578125,33584.39453125,33830.4296875
P20618,PSMB1,Proteasome subunit beta type-1,P20618,PSB1_HUMAN,14,14,14,114835.875,107869.296875,117458.0703125
P20742,PZP,Pregnancy zone protein,P20742,PZP_HUMAN,32,5,32,67765.4609375,18987.51171875,64741.86328125
P20810,CAST,Calpastatin,P20810,ICAL_HUMAN,22,22,22,245807.5,232562.453125,237074.03125
P20851,C4BPB,C4b-binding protein beta chain,P20851,C4BPB_HUMAN,8,8,8,47856.5,33401.0625,36820.98046875
P21266,GSTM3,Glutathione S-transferase Mu 3,P21266,GSTM3_HUMAN,7,7,4,22128.94921875,16483.7734375,4512.25048828125
P21281,ATP6V1B2,"V-type proton ATPase subunit B, brain isoform",P21281,VATB2_HUMAN,5,5,5,30230.98046875,31968.265625,31547.740234375
P21291,CSRP1,Cysteine and glycine-rich protein 1,P21291,CSRP1_HUMAN,2,2,2,3041.275146484375,5061.49169921875,3270.71484375
P21333,FLNA,Filamin-A,P21333,FLNA_HUMAN,70,71,72,40580.4453125,74455.7890625,66798.5
P21399,ACO1,Cytoplasmic aconitate hydratase,P21399,ACOHC_HUMAN,2,2,2,10584.7392578125,11824.033203125,16380.201171875
P21926,CD9,CD9 antigen,P21926,CD9_HUMAN,1,1,1,2279.45458984375,4490.349609375,5917.525390625
P21980,TGM2,Protein-glutamine gamma-glutamyltransferase 2,P21980,TGM2_HUMAN,26,26,26,230868.375,204137.75,233261.3125
P22061,PCMT1,Protein-L-isoaspartate(D-aspartate) O-methyltransferase,P22061,PIMT_HUMAN,14,14,14,217472.015625,221326.75,237886.015625
P22234,PAICS,Bifunctional phosphoribosylaminoimidazole carboxylase/phosphoribosylaminoimidazole succinocarboxamide synthetase,P22234,PUR6_HUMAN,9,11,11,52333.0703125,68653.3515625,41919.9921875
P22314,UBA1,Ubiquitin-like modifier-activating enzyme 1,P22314,UBA1_HUMAN,31,31,31,200850.078125,207389.453125,203705.171875
P22352,GPX3,Glutathione peroxidase 3,P22352,GPX3_HUMAN,6,6,6,92222.7578125,84828.890625,83783.125
P22392,NME2,Nucleoside diphosphate kinase B,P22392,NDKB_HUMAN,15,15,15,316817.40625,338864.875,320531.4375
P22792,CPN2,Carboxypeptidase N subunit 2,P22792,CPN2_HUMAN,5,5,5,120067.1796875,105905.25,122073.5078125
P23083,IGHV1-2,Immunoglobulin heavy variable 1-2,P23083,HV102_HUMAN,7,6,6,153263.4375,109667.9609375,78200.6640625
P23142,FBLN1,Fibulin-1,P23142,FBLN1_HUMAN,11,11,11,47157.64453125,56557.94140625,47815.6328125
P23276,KEL,Kell blood group glycoprotein,P23276,KELL_HUMAN,9,9,9,17538.498046875,19530.59765625,21107.998046875
P23284,PPIB,Peptidyl-prolyl cis-trans isomerase B,P23284,PPIB_HUMAN,1,1,1,14200.9736328125,14704.03515625,17331.59765625
P23381,WARS1,"Tryptophan--tRNA ligase, cytoplasmic",P23381,SYWC_HUMAN,10,10,10,34862.2265625,32373.32421875,34550.35546875
P23526,AHCY,Adenosylhomocysteinase,P23526,SAHH_HUMAN,18,17,17,212787.03125,237176.46875,245367.09375
P23528,CFL1,Cofilin-1,P23528,COF1_HUMAN,14,14,14,137758.625,174289.390625,162813.0625
P23588,EIF4B,Eukaryotic translation initiation factor 4B,P23588,IF4B_HUMAN,3,3,3,35668.4921875,32211.353515625,27567.197265625
P23634,ATP2B4,Plasma membrane calcium-transporting ATPase 4,P23634,AT2B4_HUMAN,7,7,7,26953.16015625,26708.40234375,26090.029296875
P23919,DTYMK,Thymidylate kinase,P23919,KTHY_HUMAN,4,4,4,16399.849609375,22197.802734375,23793.1484375
P23921,RRM1,Ribonucleoside-diphosphate reductase large subunit,P23921,RIR1_HUMAN,1,1,1,9219.232421875,17998.16796875,10916.498046875
P24158,PRTN3,Myeloblastin,P24158,PRTN3_HUMAN,4,4,4,26622.654296875,40198.23046875,45453.82421875
P24666,ACP1,Low molecular weight phosphotyrosine protein phosphatase,P24666,PPAC_HUMAN,7,7,7,262047.40625,214004.484375,276576.1875
P24844,MYL9,Myosin regulatory light polypeptide 9,P24844,MYL9_HUMAN,1,1,1,2035.16064453125,10638.40234375,15715.75390625
P24941,CDK2,Cyclin-dependent kinase 2,P24941,CDK2_HUMAN,2,2,2,9400.9560546875,11367.234375,12036.8388671875
P25311,AZGP1,Zinc-alpha-2-glycoprotein,P25311,ZA2G_HUMAN,27,27,27,316394.65625,271684.03125,267919.5
P25325,MPST,3-mercaptopyruvate sulfurtransferase,P25325,THTM_HUMAN,19,19,19,90881.6015625,108893.78125,103882.359375
P25685,DNAJB1,DnaJ homolog subfamily B member 1,P25685,DNJB1_HUMAN,6,6,6,31221.60546875,27320.134765625,29435.099609375
P25686,DNAJB2,DnaJ homolog subfamily B member 2,P25686,DNJB2_HUMAN,7,7,7,42927.5390625,39095.9375,39500.7734375
P25705,ATP5F1A,"ATP synthase subunit alpha, mitochondrial",P25705,ATPA_HUMAN,0,1,1,NaN,18991.552734375,18769.359375
P25786,PSMA1,Proteasome subunit alpha type-1,P25786,PSA1_HUMAN,15,15,15,169691.40625,152588.21875,162783.90625
P25787,PSMA2,Proteasome subunit alpha type-2,P25787,PSA2_HUMAN,11,11,11,98455.8359375,89421.46875,98202.515625
P25788,PSMA3,Proteasome subunit alpha type-3,P25788,PSA3_HUMAN,10,10,10,77444.046875,72175.4296875,76256.765625
P25789,PSMA4,Proteasome subunit alpha type-4,P25789,PSA4_HUMAN,9,9,9,57975.73828125,55312.015625,60818.46484375
P25815,S100P,Protein S100-P,P25815,S100P_HUMAN,1,1,1,3479.662353515625,9721.8447265625,12462.2568359375
P26038,MSN,Moesin,P26038,MOES_HUMAN,9,9,9,49145.40625,54865.6484375,55315.94921875
P26447,S100A4,Protein S100-A4,P26447,S10A4_HUMAN,10,10,10,511009.5,569731.125,417561.65625
P26599,PTBP1,Polypyrimidine tract-binding protein 1,P26599,PTBP1_HUMAN,3,3,3,23914.189453125,22490.505859375,22281.986328125
P26641,EEF1G,Elongation factor 1-gamma,P26641,EF1G_HUMAN,1,0,0,10503.4013671875,NaN,NaN
P26927,MST1,Hepatocyte growth factor-like protein,P26927,HGFL_HUMAN,4,4,4,15126.5400390625,9783.6455078125,9523.1572265625
P27105,STOM,Stomatin,P27105,STOM_HUMAN,16,16,16,541129.75,540228.5,537798.9375
P27169,PON1,Serum paraoxonase/arylesterase 1,P27169,PON1_HUMAN,8,8,8,457168.53125,310521.34375,305249.28125
P27348,YWHAQ,14-3-3 protein theta,P27348,1433T_HUMAN,8,8,8,49282.16796875,53050.96875,40887.734375
P27448,MARK3,MAP/microtubule affinity-regulating kinase 3,P27448,MARK3_HUMAN,1,1,1,9435.5712890625,5448.53466796875,6921.27734375
P27797,CALR,Calreticulin,P27797,CALR_HUMAN,4,4,4,20527.580078125,31406.39453125,35026.9375
P27918,CFP,Properdin,P27918,PROP_HUMAN,3,3,3,17910.232421875,16449.15234375,11989.7978515625
P28066,PSMA5,Proteasome subunit alpha type-5,P28066,PSA5_HUMAN,10,10,10,102346.5078125,95237.1328125,94236.234375
P28070,PSMB4,Proteasome subunit beta type-4,P28070,PSB4_HUMAN,6,6,6,122961.4375,111268.015625,118450.4375
P28072,PSMB6,Proteasome subunit beta type-6,P28072,PSB6_HUMAN,4,4,4,135357.34375,133719.484375,144083.625
P28074,PSMB5,Proteasome subunit beta type-5,P28074,PSB5_HUMAN,7,7,7,97907.703125,85259.3359375,88322.6953125
P28161,GSTM2,Glutathione S-transferase Mu 2,P28161,GSTM2_HUMAN,1,1,1,13877.2548828125,15163.20703125,7413.51806640625
P28289,TMOD1,Tropomodulin-1,P28289,TMOD1_HUMAN,19,19,19,87414.453125,84857.40625,87907.4609375
P28482,MAPK1,Mitogen-activated protein kinase 1,P28482,MK01_HUMAN,3,3,3,21611.30078125,20785.671875,21924.013671875
P28838,LAP3,Cytosol aminopeptidase,P28838,AMPL_HUMAN,1,1,1,15071.287109375,15548.7333984375,7077.98193359375
P29144,TPP2,Tripeptidyl-peptidase 2,P29144,TPP2_HUMAN,26,26,26,68683.140625,71752.8046875,69542.1796875
P29401,TKT,Transketolase,P29401,TKT_HUMAN,20,19,20,168104.265625,179782.890625,152771.203125
P29622,SERPINA4,Kallistatin,P29622,KAIN_HUMAN,13,13,13,87580.3515625,94733.546875,90387.5546875
P30041,PRDX6,Peroxiredoxin-6,P30041,PRDX6_HUMAN,49,49,49,1216763.25,1555738.5,1324522
P30043,BLVRB,Flavin reductase (NADPH),P30043,BLVRB_HUMAN,34,34,34,4462674,4603787.5,4949022
P30044,PRDX5,"Peroxiredoxin-5, mitochondrial",P30044,PRDX5_HUMAN,6,6,6,32266.12890625,40649.6875,45272.58984375
P30046,DDT,D-dopachrome decarboxylase,P30046,DOPD_HUMAN,13,13,13,337180.125,306027.3125,317957.5
P30047,GCHFR,GTP cyclohydrolase 1 feedback regulatory protein,P30047,GFRP_HUMAN,1,1,1,14993.4755859375,14021.92578125,22657.23828125
P30048,PRDX3,"Thioredoxin-dependent peroxide reductase, mitochondrial",P30048,PRDX3_HUMAN,1,1,1,4585.49658203125,10280.720703125,10248.82421875
P30085,CMPK1,UMP-CMP kinase,P30085,KCY_HUMAN,7,7,7,80186.2578125,96412.671875,89606.84375
P30086,PEBP1,Phosphatidylethanolamine-binding protein 1,P30086,PEBP1_HUMAN,18,18,18,313746.375,333962.4375,362386.34375
P30101,PDIA3,Protein disulfide-isomerase A3,P30101,PDIA3_HUMAN,8,8,8,19782.0078125,24145.345703125,28866.494140625
P30153,PPP2R1A,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform,P30153,2AAA_HUMAN,21,21,21,141652.609375,141035.6875,149883.359375
P30154,PPP2R1B,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform,P30154,2AAB_HUMAN,4,4,4,15881.8359375,16330.759765625,10729.626953125
P30566,ADSL,Adenylosuccinate lyase,P30566,PUR8_HUMAN,17,17,17,95107.90625,95548.5,107775.9375
P30613,PKLR,Pyruvate kinase PKLR,P30613,KPYR_HUMAN,19,19,20,155693.0625,133529.84375,143795.59375
P30626,SRI,Sorcin,P30626,SORCN_HUMAN,8,7,8,165543.71875,151372.421875,165728.71875
P30711,GSTT1,Glutathione S-transferase theta-1,P30711,GSTT1_HUMAN,0,6,6,NaN,23249.248046875,25788.751953125
P30740,SERPINB1,Leukocyte elastase inhibitor,P30740,ILEU_HUMAN,8,8,8,32038.078125,32072.193359375,27927.71875
P31146,CORO1A,Coronin-1A,P31146,COR1A_HUMAN,4,4,4,25536.275390625,39968.55859375,35943.9921875
P31150,GDI1,Rab GDP dissociation inhibitor alpha,P31150,GDIA_HUMAN,4,5,5,31484.359375,38181.609375,38744.01171875
P31153,MAT2A,S-adenosylmethionine synthase isoform type-2,P31153,METK2_HUMAN,1,1,1,13008.076171875,10905.54296875,10588.25390625
P31939,ATIC,Bifunctional purine biosynthesis protein ATIC,P31939,PUR9_HUMAN,27,27,26,86732.984375,97944.1875,93314.40625
P31943,HNRNPH1,Heterogeneous nuclear ribonucleoprotein H,P31943,HNRH1_HUMAN,4,4,4,14110.0498046875,15390.3408203125,16221.7138671875
P31946,YWHAB,14-3-3 protein beta/alpha,P31946,1433B_HUMAN,10,10,10,161501.765625,152324.484375,155193.34375
P31948,STIP1,Stress-induced-phosphoprotein 1,P31948,STIP1_HUMAN,42,43,43,149979.734375,171814.53125,151446.421875
P31949,S100A11,Protein S100-A11,P31949,S10AB_HUMAN,1,1,1,8751.20703125,5435.89208984375,8823.9951171875
P32119,PRDX2,Peroxiredoxin-2,P32119,PRDX2_HUMAN,53,54,54,8709338,8948223,8759164
P34932,HSPA4,Heat shock 70 kDa protein 4,P34932,HSP74_HUMAN,20,20,20,78207.921875,73482.9453125,77050.3046875
P35241,RDX,Radixin,P35241,RADI_HUMAN,11,11,11,101793.2734375,110421.4921875,105078.75
P35527,KRT9,"Keratin, type I cytoskeletal 9",P35527,K1C9_HUMAN,2,2,2,13453.052734375,14325.2900390625,4429.7109375
P35542,SAA4,Serum amyloid A-4 protein,P35542,SAA4_HUMAN,9,9,9,417091.90625,326873.375,333594.96875
P35579,MYH9,Myosin-9,P35579,MYH9_HUMAN,67,68,68,67738.984375,91652.515625,89563.453125
P35611,ADD1,Alpha-adducin,P35611,ADDA_HUMAN,23,23,23,146992.109375,147049.46875,151348.5625
P35612,ADD2,Beta-adducin,P35612,ADDB_HUMAN,30,30,30,174758.015625,169090.140625,173162.078125
P35613,BSG,Basigin,P35613,BASI_HUMAN,6,6,6,28563.6015625,38672.7890625,36486.5390625
P35754,GLRX,Glutaredoxin-1,P35754,GLRX1_HUMAN,3,3,3,42717.43359375,47999.19921875,83000.78125
P35813,PPM1A,Protein phosphatase 1A,P35813,PPM1A_HUMAN,3,3,3,28949.76171875,36409.26953125,22990.791015625
P35858,IGFALS,Insulin-like growth factor-binding protein complex acid labile subunit,P35858,ALS_HUMAN,20,20,20,190638.1875,153654.859375,138335.015625
P35908,KRT2,"Keratin, type II cytoskeletal 2 epidermal",P35908,K22E_HUMAN,4,3,3,15739.3974609375,13445.6376953125,8908.89453125
P35998,PSMC2,26S proteasome regulatory subunit 7,P35998,PRS7_HUMAN,21,21,21,73427.8046875,70314.6796875,73292.390625
P36507,MAP2K2,Dual specificity mitogen-activated protein kinase kinase 2,P36507,MP2K2_HUMAN,4,4,4,24128.2421875,22406.326171875,20621.33984375
P36543,ATP6V1E1,V-type proton ATPase subunit E 1,P36543,VATE1_HUMAN,2,2,2,14575.05859375,14150.2138671875,14313.009765625
P36955,SERPINF1,Pigment epithelium-derived factor,P36955,PEDF_HUMAN,16,16,16,104820.5703125,91763.3046875,87611.7421875
P36959,GMPR,GMP reductase 1,P36959,GMPR1_HUMAN,8,9,9,52202.28125,135943.09375,116383.734375
P36980,CFHR2,Complement factor H-related protein 2,P36980,FHR2_HUMAN,2,2,2,6005.521484375,8117.63916015625,16895.7421875
P37802,TAGLN2,Transgelin-2,P37802,TAGL2_HUMAN,7,7,7,195315.1875,226999.03125,223504.375
P37837,TALDO1,Transaldolase,P37837,TALDO_HUMAN,17,17,17,197012.765625,222485.875,233654.53125
P37840,SNCA,Alpha-synuclein,P37840,SYUA_HUMAN,21,21,21,802033.9375,757070.375,945116.375
P38606,ATP6V1A,V-type proton ATPase catalytic subunit A,P38606,VATA_HUMAN,15,15,15,57413.98046875,60541.9296875,58703.671875
P39687;Q92688,ANP32A;ANP32B,Acidic leucine-rich nuclear phosphoprotein 32 family member A;Acidic leucine-rich nuclear phosphoprotein 32 family member B,P39687;Q92688,AN32A_HUMAN;AN32B_HUMAN,1,1,1,15854.814453125,18744.42578125,22536.984375
P40227,CCT6A,T-complex protein 1 subunit zeta,P40227,TCPZ_HUMAN,15,15,15,61956.05078125,87299.15625,70607.4296875
P40925,MDH1,"Malate dehydrogenase, cytoplasmic",P40925,MDHC_HUMAN,14,14,14,398784.75,415016.9375,411461.21875
P41091,EIF2S3,Eukaryotic translation initiation factor 2 subunit 3,P41091,IF2G_HUMAN,2,2,2,11457.671875,10410.8115234375,12024.3623046875
P41218,MNDA,Myeloid cell nuclear differentiation antigen,P41218,MNDA_HUMAN,1,1,1,15545.8671875,15690.025390625,13467.24609375
P41222,PTGDS,Prostaglandin-H2 D-isomerase,P41222,PTGDS_HUMAN,1,1,1,30305.404296875,33572.625,27747.462890625
P42330;Q04828,AKR1C3;AKR1C1,Aldo-keto reductase family 1 member C3;Aldo-keto reductase family 1 member C1,P42330;Q04828,AK1C3_HUMAN;AK1C1_HUMAN,6,6,6,24102.80078125,27618.95703125,17048.880859375
P42356,PI4KA,Phosphatidylinositol 4-kinase alpha,P42356,PI4KA_HUMAN,1,1,1,10113.587890625,40542.7109375,10687.6953125
P43034,PAFAH1B1,Platelet-activating factor acetylhydrolase IB subunit beta,P43034,LIS1_HUMAN,7,7,7,40801.23828125,40764.7109375,35019.9375
P43251,BTD,Biotinidase,P43251,BTD_HUMAN,2,2,2,9784.7548828125,22294.712890625,19556.0703125
P43487,RANBP1,Ran-specific GTPase-activating protein,P43487,RANG_HUMAN,8,8,8,143802.125,152172.5,158538.890625
P43652,AFM,Afamin,P43652,AFAM_HUMAN,29,29,28,285040.03125,294471.78125,286321.28125
P43686,PSMC4,26S proteasome regulatory subunit 6B,P43686,PRS6B_HUMAN,10,10,11,23758.861328125,19828.28125,23833.869140625
P45974,USP5,Ubiquitin carboxyl-terminal hydrolase 5,P45974,UBP5_HUMAN,27,28,28,127554.7265625,131102.03125,138719.53125
P46060,RANGAP1,Ran GTPase-activating protein 1,P46060,RAGP1_HUMAN,4,4,4,23803.908203125,25436.9296875,20802.505859375
P46108,CRK,Adapter molecule crk,P46108,CRK_HUMAN,1,1,1,29080.53125,29850.205078125,29181.056640625
P46109,CRKL,Crk-like protein,P46109,CRKL_HUMAN,5,5,5,26888.033203125,24178.689453125,25436.203125
P46459,NSF,Vesicle-fusing ATPase,P46459,NSF_HUMAN,14,15,14,44093.49609375,40997.109375,44285.625
P46734,MAP2K3,Dual specificity mitogen-activated protein kinase kinase 3,P46734,MP2K3_HUMAN,1,1,1,41955.28125,33819.44140625,35681.06640625
P46926,GNPDA1,Glucosamine-6-phosphate isomerase 1,P46926,GNPI1_HUMAN,5,5,5,27623.962890625,28279.4375,28363.09765625
P47755,CAPZA2,F-actin-capping protein subunit alpha-2,P47755,CAZA2_HUMAN,3,3,3,11494.4345703125,18136.876953125,17004.2734375
P47756,CAPZB,F-actin-capping protein subunit beta,P47756,CAPZB_HUMAN,12,12,12,56284.86328125,64069.18359375,64412.0625
P48059,LIMS1,LIM and senescent cell antigen-like-containing domain protein 1,P48059,LIMS1_HUMAN,2,3,3,5205.9697265625,7363.06103515625,7618.14404296875
P48147,PREP,Prolyl endopeptidase,P48147,PPCE_HUMAN,4,4,4,13216.5107421875,13273.263671875,11435.142578125
P48426,PIP4K2A,Phosphatidylinositol 5-phosphate 4-kinase type-2 alpha,P48426,PI42A_HUMAN,10,10,10,77892.4921875,81566.5078125,81462.484375
P48506,GCLC,Glutamate--cysteine ligase catalytic subunit,P48506,GSH1_HUMAN,33,33,33,139420,147175.40625,155318.40625
P48507,GCLM,Glutamate--cysteine ligase regulatory subunit,P48507,GSH0_HUMAN,6,6,6,145932.640625,120002.6015625,129324.2578125
P48556,PSMD8,26S proteasome non-ATPase regulatory subunit 8,P48556,PSMD8_HUMAN,5,5,5,29257.08984375,25277.4375,29119.921875
P48637,GSS,Glutathione synthetase,P48637,GSHB_HUMAN,16,15,15,74555.5390625,81384.6796875,79083.59375
P48643,CCT5,T-complex protein 1 subunit epsilon,P48643,TCPE_HUMAN,27,27,27,48732.55078125,72083.90625,59258.75
P48729,CSNK1A1,Casein kinase I isoform alpha,P48729,KC1A_HUMAN,2,2,2,12561.697265625,13453.029296875,6310.0546875
P48739,PITPNB,Phosphatidylinositol transfer protein beta isoform,P48739,PIPNB_HUMAN,7,7,7,38128.08984375,40667.92578125,37337.65234375
P48740,MASP1,Mannan-binding lectin serine protease 1,P48740,MASP1_HUMAN,2,2,2,6202.85888671875,10128.568359375,5144.6435546875
P49189,ALDH9A1,4-trimethylaminobutyraldehyde dehydrogenase,P49189,AL9A1_HUMAN,12,12,12,42325.7734375,49086.93359375,58148.453125
P49247,RPIA,Ribose-5-phosphate isomerase,P49247,RPIA_HUMAN,14,14,14,111423.1328125,135651.21875,123402.1640625
P49327,FASN,Fatty acid synthase,P49327,FAS_HUMAN,5,5,5,8459.61328125,7884.7529296875,7460.8564453125
P49368,CCT3,T-complex protein 1 subunit gamma,P49368,TCPG_HUMAN,22,22,22,101527.7109375,138208.921875,112153.875
P49454,CENPF,Centromere protein F,P49454,CENPF_HUMAN,1,1,1,125603.109375,139139.84375,126138.953125
P49588,AARS1,"Alanine--tRNA ligase, cytoplasmic",P49588,SYAC_HUMAN,3,2,4,4885.97900390625,3362.869384765625,6047.234375
P49720,PSMB3,Proteasome subunit beta type-3,P49720,PSB3_HUMAN,7,7,6,83346.4921875,77146.828125,83496.8203125
P49721,PSMB2,Proteasome subunit beta type-2,P49721,PSB2_HUMAN,9,9,9,107008.3125,99012.15625,104995.0859375
P49747,COMP,Cartilage oligomeric matrix protein,P49747,COMP_HUMAN,1,1,1,10470.7763671875,10939.0224609375,11459.2783203125
P49773,HINT1,Adenosine 5'-monophosphoramidase HINT1,P49773,HINT1_HUMAN,16,16,16,89619.1640625,74595.4140625,84634.25
