PG.ProteinGroups,PG.Genes,PG.ProteinDescriptions,PG.UniProtIds,PG.ProteinNames,[1] ID73770_01_MA10140C_6010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[2] ID73779_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[3] ID73797_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[1] ID73770_01_MA10140C_6010_100422.htrms.PG.Quantity,[2] ID73779_01_MA10140C_06010_100422.htrms.PG.Quantity,[3] ID73797_01_MA10140C_06010_100422.htrms.PG.Quantity
Q9H2H8,PPIL3,Peptidyl-prolyl cis-trans isomerase-like 3,Q9H2H8,PPIL3_HUMAN,2,2,2,47886.390625,40828.27734375,41049.1953125
Q9H3K6,BOLA2,BolA-like protein 2,Q9H3K6,BOLA2_HUMAN,4,4,4,87925.671875,92945.9921875,85971.6640625
Q9H3N1,TMX1,Thioredoxin-related transmembrane protein 1,Q9H3N1,TMX1_HUMAN,1,1,1,7171.43115234375,11590.666015625,9482.5146484375
Q9H3R0,KDM4C,Lysine-specific demethylase 4C,Q9H3R0,KDM4C_HUMAN,1,1,1,99760.859375,92608.6640625,88102.65625
Q9H444,CHMP4B,Charged multivesicular body protein 4b,Q9H444,CHM4B_HUMAN,2,2,2,22219.408203125,19953.1171875,18644.486328125
Q9H477,RBKS,Ribokinase,Q9H477,RBSK_HUMAN,1,1,1,7335.3173828125,10448.5966796875,9298.40234375
Q9H479,FN3K,Fructosamine-3-kinase,Q9H479,FN3K_HUMAN,11,11,11,85597.8671875,93854.7890625,76420.296875
Q9H4A3,WNK1,Serine/threonine-protein kinase WNK1,Q9H4A3,WNK1_HUMAN,7,7,7,17809.365234375,21683.330078125,19470.015625
Q9H4A4,RNPEP,Aminopeptidase B,Q9H4A4,AMPB_HUMAN,1,1,1,5280.67333984375,6945.36181640625,7913.04443359375
Q9H4B7,TUBB1,Tubulin beta-1 chain,Q9H4B7,TBB1_HUMAN,5,5,5,13477.189453125,19219.462890625,23319.83203125
Q9H4G4,GLIPR2,Golgi-associated plant pathogenesis-related protein 1,Q9H4G4,GAPR1_HUMAN,7,7,7,61086.80859375,65854.59375,58302.39453125
Q9H4M9,EHD1,EH domain-containing protein 1,Q9H4M9,EHD1_HUMAN,5,5,5,19622.142578125,21151.876953125,23730.404296875
Q9H8W4,PLEKHF2,Pleckstrin homology domain-containing family F member 2,Q9H8W4,PKHF2_HUMAN,2,2,2,10437.509765625,9981.357421875,10039.849609375
Q9H9Q2,COPS7B,COP9 signalosome complex subunit 7b,Q9H9Q2,CSN7B_HUMAN,4,4,4,23170.515625,19431.955078125,26937.798828125
Q9HA64,FN3KRP,Ketosamine-3-kinase,Q9HA64,KT3K_HUMAN,5,5,5,37962.3046875,36888.10546875,27599.234375
Q9HA65,TBC1D17,TBC1 domain family member 17,Q9HA65,TBC17_HUMAN,1,1,1,13934.017578125,12548.6181640625,15527.341796875
Q9HBI1,PARVB,Beta-parvin,Q9HBI1,PARVB_HUMAN,3,4,4,4086.824462890625,9927.8671875,9332.9072265625
Q9HBL0,TNS1,Tensin-1,Q9HBL0,TENS1_HUMAN,1,1,1,9395.5517578125,7273.6591796875,6524.33447265625
Q9HC38,GLOD4,Glyoxalase domain-containing protein 4,Q9HC38,GLOD4_HUMAN,13,13,13,66064.640625,81192.7890625,89090.5078125
Q9HDC9,APMAP,Adipocyte plasma membrane-associated protein,Q9HDC9,APMAP_HUMAN,3,3,3,16881.869140625,13741.265625,14770.4482421875
Q9NP58,ABCB6,ATP-binding cassette sub-family B member 6,Q9NP58,ABCB6_HUMAN,4,4,4,15640.6982421875,20946.466796875,21092.71875
Q9NP59,SLC40A1,Solute carrier family 40 member 1,Q9NP59,S40A1_HUMAN,2,2,2,10479.33984375,13727.8564453125,10240.83203125
Q9NP72,RAB18,Ras-related protein Rab-18,Q9NP72,RAB18_HUMAN,1,1,1,26786.34375,25347.77734375,19799.8203125
Q9NP79,VTA1,Vacuolar protein sorting-associated protein VTA1 homolog,Q9NP79,VTA1_HUMAN,2,2,1,34777.15234375,36555.08203125,37268.203125
Q9NPG3,UBN1,Ubinuclein-1,Q9NPG3,UBN1_HUMAN,2,2,2,39295.1171875,30538.70703125,26511.365234375
Q9NPQ8,RIC8A,Synembryn-A,Q9NPQ8,RIC8A_HUMAN,3,3,3,23592.3125,17572.5,29733.748046875
Q9NQC3,RTN4,Reticulon-4,Q9NQC3,RTN4_HUMAN,1,1,1,13598.453125,18489.8984375,19918.783203125
Q9NQH7,XPNPEP3,Xaa-Pro aminopeptidase 3,Q9NQH7,XPP3_HUMAN,1,1,1,107493.0546875,131654.578125,105775.796875
Q9NQP4,PFDN4,Prefoldin subunit 4,Q9NQP4,PFD4_HUMAN,1,1,1,28527.193359375,19745.029296875,27681.923828125
Q9NQR4,NIT2,Omega-amidase NIT2,Q9NQR4,NIT2_HUMAN,1,1,1,15085.3359375,15484.8154296875,16739.05078125
Q9NQW7,XPNPEP1,Xaa-Pro aminopeptidase 1,Q9NQW7,XPP1_HUMAN,1,1,1,20861.181640625,25689.55859375,31038.18359375
Q9NR45,NANS,Sialic acid synthase,Q9NR45,SIAS_HUMAN,6,6,6,30350.4921875,33664.37109375,36846.9375
Q9NR46,SH3GLB2,Endophilin-B2,Q9NR46,SHLB2_HUMAN,6,6,6,19188.255859375,19928.375,14450.83203125
Q9NRF8,CTPS2,CTP synthase 2,Q9NRF8,PYRG2_HUMAN,1,1,1,5483.32421875,10560.4228515625,7549.712890625
Q9NRV9,HEBP1,Heme-binding protein 1,Q9NRV9,HEBP1_HUMAN,11,11,11,100486.5390625,113971.4453125,112434.5390625
Q9NRX4,PHPT1,14 kDa phosphohistidine phosphatase,Q9NRX4,PHP14_HUMAN,4,4,4,19216.041015625,22599.51953125,24148.109375
Q9NRY5,FAM114A2,Protein FAM114A2,Q9NRY5,F1142_HUMAN,8,8,8,21180.2109375,18145.869140625,20986.123046875
Q9NS86,LANCL2,LanC-like protein 2,Q9NS86,LANC2_HUMAN,1,1,1,9584.248046875,5554.50048828125,7156.99462890625
Q9NT62,ATG3,Ubiquitin-like-conjugating enzyme ATG3,Q9NT62,ATG3_HUMAN,2,2,2,47388.78125,48613.6875,39521.5234375
Q9NTK5,OLA1,Obg-like ATPase 1,Q9NTK5,OLA1_HUMAN,21,21,20,114167.484375,108871.09375,117995.5546875
Q9NUQ9,CYRIB,CYFIP-related Rac1 interactor B,Q9NUQ9,CYRIB_HUMAN,4,4,4,22175.796875,22923.291015625,17512.81640625
Q9NVS9,PNPO,Pyridoxine-5'-phosphate oxidase,Q9NVS9,PNPO_HUMAN,4,4,4,23354.111328125,13242.1259765625,6442.13427734375
Q9NWV4,CZIB,CXXC motif containing zinc binding protein,Q9NWV4,CZIB_HUMAN,5,5,5,19121.888671875,21339.912109375,19368.36328125
Q9NX46,ADPRS,ADP-ribosylhydrolase ARH3,Q9NX46,ADPRS_HUMAN,4,4,4,15160.8720703125,20983.830078125,19647.51953125
Q9NY33,DPP3,Dipeptidyl peptidase 3,Q9NY33,DPP3_HUMAN,18,18,18,81932.53125,93681.859375,98474.546875
Q9NZD4,AHSP,Alpha-hemoglobin-stabilizing protein,Q9NZD4,AHSP_HUMAN,7,7,7,322312,385474.6875,255229.65625
Q9NZJ4,SACS,Sacsin,Q9NZJ4,SACS_HUMAN,1,1,1,15076.2841796875,16017.615234375,10987.00390625
Q9NZP8,C1RL,Complement C1r subcomponent-like protein,Q9NZP8,C1RL_HUMAN,2,2,2,41864.16796875,33181.5390625,33839.8125
Q9P0J7,KCMF1,E3 ubiquitin-protein ligase KCMF1,Q9P0J7,KCMF1_HUMAN,1,1,1,6678.0166015625,6312.9716796875,6505.98779296875
Q9P0L0,VAPA,Vesicle-associated membrane protein-associated protein A,Q9P0L0,VAPA_HUMAN,1,1,1,186.38331604003906,4711.5859375,3066.635498046875
Q9P2G9,KLHL8,Kelch-like protein 8,Q9P2G9,KLHL8_HUMAN,1,1,1,108434.5703125,111816.1171875,110578.3671875
Q9P2R3,ANKFY1,Rabankyrin-5,Q9P2R3,ANFY1_HUMAN,2,2,2,11307.51953125,12797.6826171875,11372.5771484375
Q9P2T1,GMPR2,GMP reductase 2,Q9P2T1,GMPR2_HUMAN,3,3,3,6050.4228515625,6514.7890625,5908.0126953125
Q9UBC2,EPS15L1,Epidermal growth factor receptor substrate 15-like 1,Q9UBC2,EP15R_HUMAN,2,2,2,8779.4189453125,13679.2431640625,10906.755859375
Q9UBQ7,GRHPR,Glyoxylate reductase/hydroxypyruvate reductase,Q9UBQ7,GRHPR_HUMAN,6,6,6,27834.798828125,31240.5859375,29993.9140625
Q9UBV8,PEF1,Peflin,Q9UBV8,PEF1_HUMAN,2,2,2,11995.9560546875,8765.9921875,12512.9052734375
Q9UBW8,COPS7A,COP9 signalosome complex subunit 7a,Q9UBW8,CSN7A_HUMAN,4,3,4,16848.94140625,18618.529296875,15158.60546875
Q9UDX3,SEC14L4,SEC14-like protein 4,Q9UDX3,S14L4_HUMAN,5,5,5,77720.8984375,68970.0703125,70602.6640625
Q9UGM5,FETUB,Fetuin-B,Q9UGM5,FETUB_HUMAN,2,2,2,22284.36328125,14861.216796875,12040.595703125
Q9UHD1,CHORDC1,Cysteine and histidine-rich domain-containing protein 1,Q9UHD1,CHRD1_HUMAN,2,2,2,8399.275390625,9842.3642578125,10470.7275390625
Q9UHV9,PFDN2,Prefoldin subunit 2,Q9UHV9,PFD2_HUMAN,3,3,3,16195.478515625,9245.5625,15183.4482421875
Q9UHY7,ENOPH1,Enolase-phosphatase E1,Q9UHY7,ENOPH_HUMAN,1,1,1,10773.8271484375,14598.0595703125,10354.912109375
Q9UI12,ATP6V1H,V-type proton ATPase subunit H,Q9UI12,VATH_HUMAN,3,3,3,14823.2109375,11286.54296875,12164.1083984375
Q9UI95,MAD2L2,Mitotic spindle assembly checkpoint protein MAD2B,Q9UI95,MD2L2_HUMAN,1,1,1,70403.296875,66933.15625,52700.54296875
Q9UIA9,XPO7,Exportin-7,Q9UIA9,XPO7_HUMAN,9,9,9,57987.703125,65945.2890625,55261.3359375
Q9UJ70,NAGK,N-acetyl-D-glucosamine kinase,Q9UJ70,NAGK_HUMAN,3,3,3,10971.3544921875,15379.0615234375,13658.1162109375
Q9UJC5,SH3BGRL2,SH3 domain-binding glutamic acid-rich-like protein 2,Q9UJC5,SH3L2_HUMAN,2,2,2,20652.5078125,9727.8916015625,17084.62109375
Q9UJU6,DBNL,Drebrin-like protein,Q9UJU6,DBNL_HUMAN,6,6,6,28055.349609375,28908.626953125,24093.603515625
Q9UK55,SERPINA10,Protein Z-dependent protease inhibitor,Q9UK55,ZPI_HUMAN,7,7,7,32136.23046875,27472.955078125,25877.080078125
Q9UKK9,NUDT5,ADP-sugar pyrophosphatase,Q9UKK9,NUDT5_HUMAN,7,7,7,33059.59375,40321.21875,29084.06640625
Q9UKV8,AGO2,Protein argonaute-2,Q9UKV8,AGO2_HUMAN,19,19,19,68080.8359375,68560.4140625,65385.27734375
Q9UKY7,CDV3,Protein CDV3 homolog,Q9UKY7,CDV3_HUMAN,1,1,1,10234.8623046875,6781.8916015625,8364.3232421875
Q9UL25,RAB21,Ras-related protein Rab-21,Q9UL25,RAB21_HUMAN,1,1,1,17108.0703125,10241.0732421875,10712.4375
Q9UL46,PSME2,Proteasome activator complex subunit 2,Q9UL46,PSME2_HUMAN,15,15,15,112039.59375,117964.953125,96285.1640625
Q9ULA0,DNPEP,Aspartyl aminopeptidase,Q9ULA0,DNPEP_HUMAN,3,3,2,12543.3046875,12771.6435546875,12024.751953125
Q9ULC4,MCTS1,Malignant T-cell-amplified sequence 1,Q9ULC4,MCTS1_HUMAN,2,2,2,5196.02099609375,9891.404296875,16540.767578125
Q9ULH1,ASAP1,"Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 1",Q9ULH1,ASAP1_HUMAN,1,1,1,19415.658203125,20982.75,19115.951171875
Q9ULP9,TBC1D24,TBC1 domain family member 24,Q9ULP9,TBC24_HUMAN,4,4,4,23642.09765625,25736.6953125,22075.673828125
Q9UMY4,SNX12,Sorting nexin-12,Q9UMY4,SNX12_HUMAN,1,1,1,9746.1064453125,12552.017578125,12876.947265625
Q9UNM6,PSMD13,26S proteasome non-ATPase regulatory subunit 13,Q9UNM6,PSD13_HUMAN,11,11,11,47992.5078125,41917.5078125,52352.2890625
Q9UNS2,COPS3,COP9 signalosome complex subunit 3,Q9UNS2,CSN3_HUMAN,11,11,11,91423.8671875,88937.671875,96793.4296875
Q9UNZ2,NSFL1C,NSFL1 cofactor p47,Q9UNZ2,NSF1C_HUMAN,19,19,19,136420.78125,142524.234375,178130.125
Q9UPN7,PPP6R1,Serine/threonine-protein phosphatase 6 regulatory subunit 1,Q9UPN7,PP6R1_HUMAN,4,5,5,9773.115234375,7374.77197265625,8569.59375
Q9UQ80,PA2G4,Proliferation-associated protein 2G4,Q9UQ80,PA2G4_HUMAN,19,19,19,81638.5,96079.25,85303.2265625
Q9Y230,RUVBL2,RuvB-like 2,Q9Y230,RUVB2_HUMAN,13,13,13,69238.28125,48507.35546875,61498.24609375
Q9Y265,RUVBL1,RuvB-like 1,Q9Y265,RUVB1_HUMAN,10,9,10,43491.4140625,32657.890625,40113.171875
Q9Y274,ST3GAL6,"Type 2 lactosamine alpha-2,3-sialyltransferase",Q9Y274,SIA10_HUMAN,2,2,2,89841.265625,81897.0234375,54278.828125
Q9Y2G3,ATP11B,Phospholipid-transporting ATPase IF,Q9Y2G3,AT11B_HUMAN,1,1,1,116478.7890625,102267.5625,117311.0859375
Q9Y2V2,CARHSP1,Calcium-regulated heat-stable protein 1,Q9Y2V2,CHSP1_HUMAN,6,6,6,161152.84375,142797.640625,156980.828125
Q9Y2Z0,SUGT1,Protein SGT1 homolog,Q9Y2Z0,SGT1_HUMAN,1,1,1,26552.181640625,30350.4609375,27563.9375
Q9Y315,DERA,Deoxyribose-phosphate aldolase,Q9Y315,DEOC_HUMAN,2,2,2,27651.72265625,22548.384765625,30807.619140625
Q9Y3B8,REXO2,"Oligoribonuclease, mitochondrial",Q9Y3B8,ORN_HUMAN,3,3,3,30066.189453125,43261.703125,36662.58203125
Q9Y3C6,PPIL1,Peptidyl-prolyl cis-trans isomerase-like 1,Q9Y3C6,PPIL1_HUMAN,3,3,3,21842.85546875,23761.130859375,22178.412109375
Q9Y3C8,UFC1,Ubiquitin-fold modifier-conjugating enzyme 1,Q9Y3C8,UFC1_HUMAN,3,3,3,38094.01953125,29119.1796875,33479.7578125
Q9Y3D6,FIS1,Mitochondrial fission 1 protein,Q9Y3D6,FIS1_HUMAN,1,1,1,10601.36328125,11672.357421875,11864.2373046875
Q9Y3I1,FBXO7,F-box only protein 7,Q9Y3I1,FBX7_HUMAN,11,11,11,125693.9375,146244.71875,113885.8984375
Q9Y490,TLN1,Talin-1,Q9Y490,TLN1_HUMAN,50,52,52,40678.8828125,75820.5546875,63830.48046875
Q9Y4E8,USP15,Ubiquitin carboxyl-terminal hydrolase 15,Q9Y4E8,UBP15_HUMAN,20,21,21,53847.5625,50036.34765625,56512.0625
Q9Y570,PPME1,Protein phosphatase methylesterase 1,Q9Y570,PPME1_HUMAN,7,7,6,27341.98046875,30921.849609375,29923.21484375
Q9Y5K5,UCHL5,Ubiquitin carboxyl-terminal hydrolase isozyme L5,Q9Y5K5,UCHL5_HUMAN,1,1,1,5641.96337890625,13130.65625,3837.6142578125
Q9Y5P6,GMPPB,Mannose-1-phosphate guanyltransferase beta,Q9Y5P6,GMPPB_HUMAN,1,1,1,18623.611328125,19089.39453125,26489.8203125
Q9Y5Y7,LYVE1,Lymphatic vessel endothelial hyaluronic acid receptor 1,Q9Y5Y7,LYVE1_HUMAN,2,2,1,8701.1083984375,9855.208984375,8165.49755859375
Q9Y5Z4,HEBP2,Heme-binding protein 2,Q9Y5Z4,HEBP2_HUMAN,3,3,3,17765.5625,17788.33984375,16004.81640625
Q9Y617,PSAT1,Phosphoserine aminotransferase,Q9Y617,SERC_HUMAN,1,0,1,20431.806640625,NaN,40280.20703125
Q9Y696,CLIC4,Chloride intracellular channel protein 4,Q9Y696,CLIC4_HUMAN,2,2,2,25819.501953125,25321.67578125,30455.53515625
Q9Y6A1,POMT1,Protein O-mannosyl-transferase 1,Q9Y6A1,POMT1_HUMAN,1,1,1,2681.9365234375,3185.10546875,2349.073486328125
