File,Glycan_Composition,Moiety_Mass_(Da),Glycan_Type,Glycan_Mass_(Da),num_Protein,num_Site,Percent_Relative_Abundance_in_Sample
IDGlycoSPQC_05_MA10140C_6010_011423,Hex(4)HexNAc(3)Fuc(3),0,Complex/Hybrid,1695.6231,1,1,0.0024
IDGlycoSPQC_06_MA10140C_6010_011423,Hex(8)HexNAc(7)NeuAc(2),0,Complex/Hybrid,3300.1689,1,1,0.0024
IDGlycoSPQC_06_MA10140C_6010_011423,Hex(6)HexNAc(5)Fuc(1),0,Complex/Hybrid,2133.7716,1,1,0.0023
IDGlycoSPQC_04_MA10140C_6010_011423,Hex(6)HexNAc(6)NeuAc(1)Fuc(1),0,Complex/Hybrid,2627.9464,1,1,0.0022
IDGlycoSPQC_05_MA10140C_6010_011423,Hex(3)HexNAc(2)Fuc(1),0,Truncated,1038.3751,1,1,0.0022
IDGlycoSPQC_05_MA10140C_6010_011423,Hex(7)HexNAc(5)NeuAc(2)Fuc(2),0,Complex/Hybrid,3024.0731,1,1,0.0022
IDGlycoSPQC_05_MA10140C_6010_011423,Hex(8)HexNAc(7)NeuAc(1),0,Complex/Hybrid,3009.0735,1,1,0.0021
IDGlycoSPQC_06_MA10140C_6010_011423,Hex(7)HexNAc(8)NeuAc(1),0,Complex/Hybrid,3050.1,1,1,0.0021
IDGlycoSPQC_04_MA10140C_6010_011423,Hex(7)HexNAc(6)NeuAc(2)Fuc(3),0,Complex/Hybrid,3373.2104,1,1,0.002
IDGlycoSPQC_04_MA10140C_6010_011423,Hex(4)HexNAc(2),0,Oligo-Mannose,1054.37,1,1,0.0019
IDGlycoSPQC_05_MA10140C_6010_011423,Hex(5)HexNAc(5)NeuAc(3)Fuc(1),0,Complex/Hybrid,2845.005,1,1,0.0019
IDGlycoSPQC_06_MA10140C_6010_011423,Hex(6)HexNAc(5)Fuc(4),0,Complex/Hybrid,2571.9453,1,1,0.0019
IDGlycoSPQC_04_MA10140C_6010_011423,Hex(7)HexNAc(6)Fuc(1),0,Complex/Hybrid,2498.9038,1,1,0.0018
IDGlycoSPQC_05_MA10140C_6010_011423,Hex(3)HexNAc(4)Fuc(3),0,Complex/Hybrid,1736.6496,1,1,0.0018
IDGlycoSPQC_04_MA10140C_6010_011423,Hex(8)HexNAc(7)Fuc(3),0,Complex/Hybrid,3156.1518,1,1,0.0017
IDGlycoSPQC_04_MA10140C_6010_011423,Hex(4)HexNAc(6)NeuAc(1),0,Complex/Hybrid,2157.7829,1,1,0.0016
IDGlycoSPQC_05_MA10140C_6010_011423,Hex(6)HexNAc(6)Fuc(4),0,Complex/Hybrid,2775.0247,1,1,0.0016
IDGlycoSPQC_05_MA10140C_6010_011423,Hex(7)HexNAc(5)NeuAc(1)Fuc(1),0,Complex/Hybrid,2586.9198,1,1,0.0016
IDGlycoSPQC_05_MA10140C_6010_011423,Hex(5)HexNAc(5)NeuAc(1)Fuc(4),0,Complex/Hybrid,2700.9879,1,1,0.0016
IDGlycoSPQC_06_MA10140C_6010_011423,Hex(9)HexNAc(6)Fuc(3),0,Complex/Hybrid,3115.1252,1,1,0.0016
IDGlycoSPQC_04_MA10140C_6010_011423,Hex(9)HexNAc(6)NeuAc(2)Fuc(1),0,Complex/Hybrid,3405.2002,1,1,0.0015
IDGlycoSPQC_05_MA10140C_6010_011423,Hex(7)HexNAc(5)NeuAc(2),0,Complex/Hybrid,2731.9573,1,1,0.0015
IDGlycoSPQC_06_MA10140C_6010_011423,Hex(5)HexNAc(6)Fuc(2),0,Complex/Hybrid,2320.8561,1,1,0.0015
IDGlycoSPQC_06_MA10140C_6010_011423,Hex(5)HexNAc(5)NeuAc(1)Fuc(3),0,Complex/Hybrid,2554.93,1,1,0.0015
IDGlycoSPQC_06_MA10140C_6010_011423,Hex(6)HexNAc(8)NeuAc(1)Fuc(3),0,Complex/Hybrid,3326.2209,2,2,0.0015
IDGlycoSPQC_04_MA10140C_6010_011423,Hex(5)HexNAc(5)NeuAc(1)Fuc(2),0,Complex/Hybrid,2408.8721,1,1,0.0014
IDGlycoSPQC_04_MA10140C_6010_011423,Hex(2)HexNAc(2)Fuc(1),0,Truncated,876.3223,1,1,0.0013
IDGlycoSPQC_06_MA10140C_6010_011423,Hex(6)HexNAc(5)Fuc(2),0,Complex/Hybrid,2279.8295,1,1,0.0013
IDGlycoSPQC_04_MA10140C_6010_011423,Hex(4)HexNAc(5)NeuAc(2)Fuc(3),0,Complex/Hybrid,2683.9726,1,1,0.0012
IDGlycoSPQC_05_MA10140C_6010_011423,Hex(6)HexNAc(6)NeuAc(1)Fuc(1),0,Complex/Hybrid,2627.9464,1,1,0.0011
IDGlycoSPQC_06_MA10140C_6010_011423,Hex(4)HexNAc(5)Fuc(2),0,Complex/Hybrid,1955.7239,2,2,0.001
IDGlycoSPQC_05_MA10140C_6010_011423,Hex(5)HexNAc(4)NeuAc(3)Fuc(1),0,Complex/Hybrid,2641.9257,1,1,9.00E-04
IDGlycoSPQC_06_MA10140C_6010_011423,Hex(5)HexNAc(3)Fuc(1),0,Complex/Hybrid,1565.5601,1,1,9.00E-04
IDGlycoSPQC_04_MA10140C_6010_011423,Hex(7)HexNAc(3)NeuAc(1),0,Complex/Hybrid,2034.7032,1,1,8.00E-04
IDGlycoSPQC_06_MA10140C_6010_011423,Hex(5)HexNAc(5)Fuc(5),0,Complex/Hybrid,2555.9504,1,1,8.00E-04
IDGlycoSPQC_04_MA10140C_6010_011423,Hex(3)HexNAc(7),0,Complex/Hybrid,1907.714,1,1,7.00E-04
IDGlycoSPQC_04_MA10140C_6010_011423,Hex(3)HexNAc(6)Fuc(3),0,Complex/Hybrid,2142.8083,1,1,7.00E-04
IDGlycoSPQC_04_MA10140C_6010_011423,Hex(7)HexNAc(6)Fuc(2),0,Complex/Hybrid,2644.9617,2,2,7.00E-04
IDGlycoSPQC_04_MA10140C_6010_011423,Hex(5)HexNAc(4)NeuAc(1)Fuc(4),0,Complex/Hybrid,2497.9086,1,1,7.00E-04
IDGlycoSPQC_04_MA10140C_6010_011423,Hex(7)HexNAc(6)NeuAc(2)Fuc(2),0,Complex/Hybrid,3227.1525,1,1,7.00E-04
IDGlycoSPQC_06_MA10140C_6010_011423,Hex(7)HexNAc(5)NeuAc(1)Fuc(1),0,Complex/Hybrid,2586.9198,1,1,7.00E-04
IDGlycoSPQC_04_MA10140C_6010_011423,Hex(6)HexNAc(6)Fuc(2),0,Complex/Hybrid,2482.9089,1,1,6.00E-04
IDGlycoSPQC_05_MA10140C_6010_011423,Hex(8)HexNAc(5),0,Complex/Hybrid,2311.8193,1,1,5.00E-04
IDGlycoSPQC_06_MA10140C_6010_011423,Hex(5)HexNAc(3),0,Complex/Hybrid,1419.5022,1,1,5.00E-04
IDGlycoSPQC_04_MA10140C_6010_011423,Hex(8)HexNAc(6)NeuAc(4)Fuc(3),0,Complex/Hybrid,4117.454,1,1,4.00E-04
IDGlycoSPQC_05_MA10140C_6010_011423,Hex(8)HexNAc(7)Fuc(3),0,Complex/Hybrid,3156.1518,1,1,4.00E-04
IDGlycoSPQC_06_MA10140C_6010_011423,Hex(4)HexNAc(6)NeuAc(2),0,Complex/Hybrid,2448.8783,1,1,2.00E-04
IDGlycoSPQC_06_MA10140C_6010_011423,Hex(6)HexNAc(6)NeuAc(2),0,Complex/Hybrid,2772.9839,1,1,1.00E-04
IDGlycoSPQC_06_MA10140C_6010_011423,Hex(6)HexNAc(5)NeuAc(2)Fuc(4),0,Complex/Hybrid,3154.1361,1,1,1.00E-04
IDGlycoSPQC_06_MA10140C_6010_011423,Hex(4)HexNAc(3)Fuc(2),0,Complex/Hybrid,1549.5652,1,1,0
