File,Glycan_Composition,Moiety_Mass_(Da),Glycan_Type,Glycan_Mass_(Da),num_Protein,num_Site,Percent_Relative_Abundance_in_Sample
SPQC_03_MA10140C_6010_080723_EVO,Hex(7)HexNAc(7)NeuAc(2),0,Complex/Hybrid,3138.1161,1,1,0.0097
SPQC_03_MA10140C_6010_080723_EVO,Hex(6)HexNAc(5)NeuAc(4),0,Complex/Hybrid,3152.0953,2,3,0.0143
SPQC_03_MA10140C_6010_080723_EVO,Hex(8)HexNAc(8)NeuAc(1),0,Complex/Hybrid,3212.1528,1,1,0.003
SPQC_03_MA10140C_6010_080723_EVO,Hex(7)HexNAc(6)NeuAc(3),0,Complex/Hybrid,3226.1321,8,12,0.4641
SPQC_03_MA10140C_6010_080723_EVO,Hex(8)HexNAc(7)NeuAc(2),0,Complex/Hybrid,3300.1689,2,2,0.0025
SPQC_03_MA10140C_6010_080723_EVO,Hex(10)HexNAc(7)NeuAc(1),0,Complex/Hybrid,3333.1791,1,1,0.0436
SPQC_03_MA10140C_6010_080723_EVO,Hex(7)HexNAc(7)NeuAc(3),0,Complex/Hybrid,3429.2115,1,1,0.0095
SPQC_03_MA10140C_6010_080723_EVO,Hex(9)HexNAc(7)NeuAc(2),0,Complex/Hybrid,3462.2217,2,2,0.0029
SPQC_03_MA10140C_6010_080723_EVO,Hex(7)HexNAc(6)NeuAc(4),0,Complex/Hybrid,3517.2275,6,10,0.5849
SPQC_03_MA10140C_6010_080723_EVO,Hex(8)HexNAc(7)NeuAc(3),0,Complex/Hybrid,3591.2643,2,2,0.0384
SPQC_03_MA10140C_6010_080723_EVO,Hex(9)HexNAc(8)NeuAc(2),0,Complex/Hybrid,3665.3011,1,1,0.0035
SPQC_03_MA10140C_6010_080723_EVO,Hex(10)HexNAc(8)NeuAc(2),0,Complex/Hybrid,3827.3539,2,2,0.2809
SPQC_03_MA10140C_6010_080723_EVO,Hex(8)HexNAc(7)NeuAc(4),0,Complex/Hybrid,3882.3597,2,3,0.047
SPQC_03_MA10140C_6010_080723_EVO,Hex(8)HexNAc(7)NeuAc(5),0,Complex/Hybrid,4173.4551,1,2,0.0051
SPQC_03_MA10140C_6010_080723_EVO,Hex(4)HexNAc(3)NeuAc(1)Fuc(1),0,Complex/Hybrid,1694.6027,7,7,0.0709
SPQC_03_MA10140C_6010_080723_EVO,Hex(5)HexNAc(3)NeuAc(1)Fuc(1),0,Complex/Hybrid,1856.6555,4,4,0.0409
SPQC_03_MA10140C_6010_080723_EVO,Hex(4)HexNAc(4)NeuAc(1)Fuc(1),0,Complex/Hybrid,1897.682,6,6,1.3959
SPQC_03_MA10140C_6010_080723_EVO,Hex(6)HexNAc(3)NeuAc(1)Fuc(1),0,Complex/Hybrid,2018.7083,2,2,0.0089
SPQC_03_MA10140C_6010_080723_EVO,Hex(5)HexNAc(4)NeuAc(1)Fuc(1),0,Complex/Hybrid,2059.7348,32,44,3.5521
SPQC_03_MA10140C_6010_080723_EVO,Hex(5)HexNAc(4)NeuGc(1)Fuc(1),0,Complex/Hybrid,2075.7298,1,1,0.0534
SPQC_03_MA10140C_6010_080723_EVO,Hex(4)HexNAc(5)NeuAc(1)Fuc(1),0,Complex/Hybrid,2100.7614,5,6,0.0986
SPQC_03_MA10140C_6010_080723_EVO,Hex(5)HexNAc(4)NeuAc(1)Fuc(2),0,Complex/Hybrid,2205.7927,28,35,0.149
SPQC_03_MA10140C_6010_080723_EVO,Hex(6)HexNAc(4)NeuAc(1)Fuc(1),0,Complex/Hybrid,2221.7877,4,4,0.0106
SPQC_03_MA10140C_6010_080723_EVO,Hex(6)HexNAc(4)NeuGc(1)Fuc(1),0,Complex/Hybrid,2237.7826,1,1,0.004
SPQC_03_MA10140C_6010_080723_EVO,Hex(5)HexNAc(5)NeuAc(1)Fuc(1),0,Complex/Hybrid,2262.8142,9,12,0.7848
SPQC_03_MA10140C_6010_080723_EVO,Hex(5)HexNAc(4)NeuAc(2)Fuc(1),0,Complex/Hybrid,2350.8302,56,85,3.536
SPQC_03_MA10140C_6010_080723_EVO,Hex(5)HexNAc(4)NeuAc(1)Fuc(3),0,Complex/Hybrid,2351.8506,13,16,0.1345
SPQC_03_MA10140C_6010_080723_EVO,Hex(5)HexNAc(4)NeuAc(1)NeuGc(1)Fuc(1),0,Complex/Hybrid,2366.8252,1,1,0.0269
SPQC_03_MA10140C_6010_080723_EVO,Hex(6)HexNAc(4)NeuAc(1)Fuc(2),0,Complex/Hybrid,2367.8456,1,1,0.0011
SPQC_03_MA10140C_6010_080723_EVO,Hex(5)HexNAc(4)NeuGc(2)Fuc(1),0,Complex/Hybrid,2382.8201,1,1,0.0246
SPQC_03_MA10140C_6010_080723_EVO,Hex(5)HexNAc(5)NeuAc(1)Fuc(2),0,Complex/Hybrid,2408.8721,1,1,0.0018
SPQC_03_MA10140C_6010_080723_EVO,Hex(6)HexNAc(5)NeuAc(1)Fuc(1),0,Complex/Hybrid,2424.867,6,8,0.1033
SPQC_03_MA10140C_6010_080723_EVO,Hex(6)HexNAc(3)NeuAc(2)Fuc(2),0,Complex/Hybrid,2455.8616,2,2,0.004
SPQC_03_MA10140C_6010_080723_EVO,Hex(5)HexNAc(4)NeuAc(2)Fuc(2),0,Complex/Hybrid,2496.8881,4,5,0.0211
SPQC_03_MA10140C_6010_080723_EVO,Hex(5)HexNAc(5)NeuAc(2)Fuc(1),0,Complex/Hybrid,2553.9096,5,8,0.1209
SPQC_03_MA10140C_6010_080723_EVO,Hex(6)HexNAc(5)NeuAc(1)Fuc(2),0,Complex/Hybrid,2570.9249,5,5,0.0443
SPQC_03_MA10140C_6010_080723_EVO,Hex(6)HexNAc(6)NeuAc(1)Fuc(1),0,Complex/Hybrid,2627.9464,2,2,0.0223
SPQC_03_MA10140C_6010_080723_EVO,Hex(5)HexNAc(4)NeuAc(2)Fuc(3),0,Complex/Hybrid,2642.9461,1,1,0.0018
SPQC_03_MA10140C_6010_080723_EVO,Hex(6)HexNAc(5)NeuAc(2)Fuc(1),0,Complex/Hybrid,2715.9624,18,31,0.643
SPQC_03_MA10140C_6010_080723_EVO,Hex(6)HexNAc(5)NeuAc(1)Fuc(3),0,Complex/Hybrid,2716.9828,6,6,0.0271
SPQC_03_MA10140C_6010_080723_EVO,Hex(7)HexNAc(6)NeuAc(1)Fuc(1),0,Complex/Hybrid,2789.9992,6,7,0.029
SPQC_03_MA10140C_6010_080723_EVO,Hex(5)HexNAc(5)NeuAc(3)Fuc(1),0,Complex/Hybrid,2845.005,3,3,0.0102
SPQC_03_MA10140C_6010_080723_EVO,Hex(5)HexNAc(5)NeuAc(2)Fuc(3),0,Complex/Hybrid,2846.0254,1,1,0.0115
SPQC_03_MA10140C_6010_080723_EVO,Hex(6)HexNAc(5)NeuAc(2)Fuc(2),0,Complex/Hybrid,2862.0203,11,12,0.0442
SPQC_03_MA10140C_6010_080723_EVO,Hex(6)HexNAc(6)NeuAc(2)Fuc(1),0,Complex/Hybrid,2919.0418,1,1,0.0033
SPQC_03_MA10140C_6010_080723_EVO,Hex(7)HexNAc(6)NeuAc(1)Fuc(2),0,Complex/Hybrid,2936.0571,3,4,0.0975
SPQC_03_MA10140C_6010_080723_EVO,Hex(8)HexNAc(6)NeuAc(1)Fuc(1),0,Complex/Hybrid,2952.052,2,2,0.0027
SPQC_03_MA10140C_6010_080723_EVO,Hex(5)HexNAc(7)NeuAc(1)Fuc(3),0,Complex/Hybrid,2961.0887,1,1,3.00E-04
SPQC_03_MA10140C_6010_080723_EVO,Hex(5)HexNAc(5)NeuAc(3)Fuc(2),0,Complex/Hybrid,2991.0629,1,1,0.0013
SPQC_03_MA10140C_6010_080723_EVO,Hex(7)HexNAc(7)NeuAc(1)Fuc(1),0,Complex/Hybrid,2993.0786,1,1,0.0174
SPQC_03_MA10140C_6010_080723_EVO,Hex(6)HexNAc(5)NeuAc(3)Fuc(1),0,Complex/Hybrid,3007.0578,32,59,4.5796
SPQC_03_MA10140C_6010_080723_EVO,Hex(6)HexNAc(5)NeuAc(2)Fuc(3),0,Complex/Hybrid,3008.0782,7,8,0.0537
SPQC_03_MA10140C_6010_080723_EVO,Hex(7)HexNAc(6)NeuAc(2)Fuc(1),0,Complex/Hybrid,3081.0946,4,6,0.0958
SPQC_03_MA10140C_6010_080723_EVO,Hex(7)HexNAc(6)NeuAc(1)Fuc(3),0,Complex/Hybrid,3082.115,2,4,0.0037
SPQC_03_MA10140C_6010_080723_EVO,Hex(6)HexNAc(5)NeuAc(3)Fuc(2),0,Complex/Hybrid,3153.1157,14,20,0.1668
SPQC_03_MA10140C_6010_080723_EVO,Hex(6)HexNAc(5)NeuAc(2)Fuc(4),0,Complex/Hybrid,3154.1361,2,3,0.0051
SPQC_03_MA10140C_6010_080723_EVO,Hex(8)HexNAc(7)NeuAc(1)Fuc(1),0,Complex/Hybrid,3155.1314,3,3,0.0192
SPQC_03_MA10140C_6010_080723_EVO,Hex(7)HexNAc(6)NeuAc(2)Fuc(2),0,Complex/Hybrid,3227.1525,3,3,0.0482
SPQC_03_MA10140C_6010_080723_EVO,Hex(7)HexNAc(6)NeuAc(1)Fuc(4),0,Complex/Hybrid,3228.1729,1,1,7.00E-04
SPQC_03_MA10140C_6010_080723_EVO,Hex(6)HexNAc(7)NeuAc(1)Fuc(4),0,Complex/Hybrid,3269.1995,1,1,0.0014
SPQC_03_MA10140C_6010_080723_EVO,Hex(8)HexNAc(7)NeuAc(1)Fuc(2),0,Complex/Hybrid,3301.1893,2,2,0.009
SPQC_03_MA10140C_6010_080723_EVO,Hex(8)HexNAc(8)NeuAc(1)Fuc(1),0,Complex/Hybrid,3358.2107,1,1,0.0133
SPQC_03_MA10140C_6010_080723_EVO,Hex(7)HexNAc(6)NeuAc(3)Fuc(1),0,Complex/Hybrid,3372.19,4,4,0.2339
SPQC_03_MA10140C_6010_080723_EVO,Hex(7)HexNAc(6)NeuAc(2)Fuc(3),0,Complex/Hybrid,3373.2104,4,4,0.0342
SPQC_03_MA10140C_6010_080723_EVO,Hex(9)HexNAc(6)NeuAc(1)Fuc(3),0,Complex/Hybrid,3406.2206,1,1,9.00E-04
SPQC_03_MA10140C_6010_080723_EVO,Hex(6)HexNAc(5)NeuAc(3)Fuc(4),0,Complex/Hybrid,3445.2315,1,1,0.004
SPQC_03_MA10140C_6010_080723_EVO,Hex(8)HexNAc(7)NeuAc(2)Fuc(1),0,Complex/Hybrid,3446.2268,1,1,0.0042
SPQC_03_MA10140C_6010_080723_EVO,Hex(6)HexNAc(6)NeuAc(3)Fuc(3),0,Complex/Hybrid,3502.253,1,1,0.0064
SPQC_03_MA10140C_6010_080723_EVO,Hex(7)HexNAc(6)NeuAc(3)Fuc(2),0,Complex/Hybrid,3518.2479,6,6,0.0497
SPQC_03_MA10140C_6010_080723_EVO,Hex(9)HexNAc(8)NeuAc(1)Fuc(1),0,Complex/Hybrid,3520.2636,1,1,0.0034
SPQC_03_MA10140C_6010_080723_EVO,Hex(9)HexNAc(7)NeuAc(2)Fuc(1),0,Complex/Hybrid,3608.2796,1,1,0.0028
SPQC_03_MA10140C_6010_080723_EVO,Hex(7)HexNAc(6)NeuAc(4)Fuc(1),0,Complex/Hybrid,3663.2854,6,9,0.1866
SPQC_03_MA10140C_6010_080723_EVO,Hex(7)HexNAc(6)NeuAc(3)Fuc(3),0,Complex/Hybrid,3664.3058,4,5,0.0844
SPQC_03_MA10140C_6010_080723_EVO,Hex(7)HexNAc(7)NeuAc(2)Fuc(4),0,Complex/Hybrid,3722.3477,1,1,0.0049
SPQC_03_MA10140C_6010_080723_EVO,Hex(8)HexNAc(7)NeuAc(3)Fuc(1),0,Complex/Hybrid,3737.3222,1,1,0.0115
SPQC_03_MA10140C_6010_080723_EVO,Hex(8)HexNAc(7)NeuAc(1)Fuc(5),0,Complex/Hybrid,3739.363,1,1,4.00E-04
SPQC_03_MA10140C_6010_080723_EVO,Hex(7)HexNAc(6)NeuAc(4)Fuc(2),0,Complex/Hybrid,3809.3433,2,3,0.0148
SPQC_03_MA10140C_6010_080723_EVO,Hex(10)HexNAc(9)NeuAc(1)Fuc(1),0,Complex/Hybrid,3885.3957,1,1,0.0025
SPQC_03_MA10140C_6010_080723_EVO,Hex(8)HexNAc(8)NeuAc(1)Fuc(5),0,Complex/Hybrid,3942.4424,1,1,0.0056
SPQC_03_MA10140C_6010_080723_EVO,Hex(8)HexNAc(7)NeuAc(4)Fuc(1),0,Complex/Hybrid,4028.4176,1,1,0.0066
SPQC_03_MA10140C_6010_080723_EVO,Hex(8)HexNAc(6)NeuAc(4)Fuc(3),0,Complex/Hybrid,4117.454,3,3,2.4473
