"ID108129_02","ID108129_03","ID108129_04","IDPhos_01","IDPhos_02","IDPhos_03"
512.435,322.476,230.394,0,0,388.158
0,0,197.002,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,171.296,0,0,0,0
0,86.6592,0,0,0,0
0,0,105.297,0,0,0
0,0,0,0,0,0
125.051,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,202.118,132.158,0,0,0
0,0,0,0,64.0998,0
0,0,0,0,0,0
0,115.575,0,0,0,0
0,103.554,0,0,0,0
0,0,0,0,0,0
0,65.5246,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,93.3396,0
0,0,68.2463,0,0,0
0,94.6074,0,0,0,0
0,0,182.435,0,121.699,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,76.1345,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,80.6205,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,138.584,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,57.9463,0,0,0,0
0,124.371,0,0,0,0
125.933,112.386,0,0,0,0
0,79.2091,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
172.834,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,128
0,0,0,0,0,0
0,0,0,0,0,0
172.027,248.864,0,0,0,0
0,0,0,0,0,0
0,221.568,0,0,0,0
0,0,253.228,0,0,0
0,0,153.781,0,0,0
67.8684,78.708,265.954,0,0,0
0,170.313,99.6212,0,0,0
0,227.547,468.652,0,0,0
0,0,0,0,0,0
0,191.649,57.8381,0,0,0
0,134.687,194.86,0,0,0
0,70.0609,63.9621,0,0,0
0,276.791,0,0,0,0
0,0,0,0,0,0
0,346.233,82.0317,0,0,0
160.561,128.857,270.029,0,0,0
0,0,0,0,0,0
0,190.349,58.1405,0,0,0
0,0,258.551,0,0,0
