,Subj1_0h,Subj1_6h,Subj1_6h_LPS,Subj1_24h,Subj1_24h_LPS,Subj1_48h,Subj1_48h_LPS,Subj2_0h,Subj2_6h,Subj2_6h_LPS,Subj2_24h,Subj2_24h_LPS,Subj2_48h,Subj2_48h_LPS,Subj3_0h,Subj3_6h,Subj3_6h_LPS,Subj3_24h,Subj3_24h_LPS,Subj3_48h,Subj3_48h_LPS,Subj4_0h,Subj4_6h,Subj4_6h_LPS,Subj4_24h,Subj4_24h_LPS,Subj4_48h,Subj4_48h_LPS,SPQC_1,SPQC_2,SPQC_3
Subject,Subj1,Subj1,Subj1,Subj1,Subj1,Subj1,Subj1,Subj2,Subj2,Subj2,Subj2,Subj2,Subj2,Subj2,Subj3,Subj3,Subj3,Subj3,Subj3,Subj3,Subj3,Subj4,Subj4,Subj4,Subj4,Subj4,Subj4,Subj4,SPQC,SPQC,SPQC
Condition,0 h,06 h,06 h_LPS,24 h,24 h_LPS,48 h,48 h_LPS,0 h,06 h,06 h_LPS,24 h,24 h_LPS,48 h,48 h_LPS,0 h,06 h,06 h_LPS,24 h,24 h_LPS,48 h,48 h_LPS,0 h,06 h,06 h_LPS,24 h,24 h_LPS,48 h,48 h_LPS,SPQC,SPQC,SPQC
P02655,701447.125,727161.6875,649756.5625,691281.25,728142.5,703899.75,736717.125,675622.4375,742730.875,637775.4375,690290.3125,703369.1875,697789.6875,723028.8125,715959.9375,698452.4375,688486.375,706455.375,718224.6875,791980.3125,794065.6875,662414.3125,625040.6875,671638,676051.9375,682270.9375,702622.25,761638.125,672783.5,698703.1875,702956.375
P02656,2605563.75,3145154.5,2371718,2367638.5,2447922.5,2388804.25,2637079.75,2106394,3126918.5,2022769.75,2186508,2015555.375,2039967.25,2180522.75,2879008.5,2646055.5,2671648,2673773,2665585,3083359.5,3217913.75,2024020.125,2024264.375,2086004.375,2218433.25,2235956.75,2162274.5,2456461.75,2428974.25,2346072.25,2520562
P02671,14148612,13651201,12793040,13514063,14334150,13354605,13742862,8308518,8317751,7891262.5,8571829,8375698.5,8262000,8780070,8569866,8565705,8090756.5,8498847,8913371,9386391,9532182,10588686,10607552,11201578,11094403,10724007,10407379,12272243,10296970,10258593,10222744
P02675,11884245,11461459,11092636,11703765,12342297,11637860,11656625,7313081.5,6979100.5,6956298.5,7459001.5,7182518.5,7003665,7392599.5,7129101,7210895.5,6733880,7156826.5,7306863.5,8220212.5,8027151,9043688,9327944,9572202,9531113,8874439,8586415,10278196,8813292,8817462,8580994
P02679,11144785,11206228,10184942,10787202,11317401,10590180,10667454,6579072.5,6922306.5,6399279,6919496.5,6802764.5,6538582,7042512.5,6654382.5,6728579.5,6281455,6556798.5,6978236.5,7409911,7483398.5,8499510,8518334,8867352,8860888,8377731,8123511.5,9697357,8223556,8205675,8112860
P02724,47545.25781,54305.67188,49847.43359,46284.78906,45280.80078,45348.60156,51742.38281,55018.33594,49523.02344,51001.39063,49429.92578,59159.875,61856.85547,52091.00391,49085.25,40943.10938,47495.25,52015.60547,46761.9375,43931.77734,49501.08203,43019.37109,40897.23047,37303.32422,44065.21094,46664.69141,42130.41406,35709.20313,47438.01563,49280.34766,47820.82422
P02730,8273503,8540623,8350982,8265387,7930867.5,7837703,8039968.5,8373575,9015652,8449909,8320378,8176287,8336967,7792115.5,8394358,8210700,8394030,8361787,8304161,7939627.5,7730181,8850328,8658780,8408319,8373288.5,8561534,8765484,7772067.5,8053029.5,8236110.5,8162714
P02743,139517.5156,105285.3672,90809.10156,121835.9766,175975.7188,200137.5156,154321.4219,43061.79688,32880.73047,27509.82227,40295.33984,55655.52734,75888.21875,90439.8125,54160.19141,44403.8125,33214.34375,59238.75391,77982.24219,129174.5469,168249.625,89254.07031,61640.80469,68882.27344,89767.27344,118483.6953,177365.4844,284236,97751.59375,91116.82031,89494.17188
P02745,93020.16406,72903.99219,87184.21875,92237.21875,101365.2422,91415.23438,97810.6875,40494.58203,35697.49219,39034.15625,42230.44141,39807.05078,41211.46484,42144.16016,61685.44922,64731.28125,59270.28516,64754.98047,64016.60938,70058.47656,72996.55469,65678.625,66946.88281,69807.95313,68289.58594,68799.8125,67488.39063,79251.24219,64005.625,67204.97656,67674.10938
P02746,97162.40625,100973.5703,85731.90625,94438.48438,96450.41406,92443.36719,95167.75781,44343.06641,40325.00781,38573.55859,41403.6875,39381.08203,39830.39844,39612.78906,63175.69922,58468,62574.43359,65070.22656,64366.60156,71017.3125,70100.71094,66825.11719,68749.33594,73504.10938,70026.46094,62714.51172,64827.65625,77843.58594,63670.15625,67034.22656,62674.73828
P02747,336408.4375,330486.7813,305822.2813,315713.8438,333280.7813,320221.0938,320910.9375,144241.5156,155604.3594,137257.7969,155384.2188,142867.7656,139052.5313,144995.9688,223112.9844,230218.1875,218949.6094,222747.9688,226683.7656,238338.4844,255580.7813,233807.8594,244267.1719,254192.1406,241911.8125,230671.2188,221302.7813,265355.8438,230478.4219,229814.3906,234666.4531
P02748,166413.0781,174753.5625,157352.9844,163127.6875,170213.6875,173452.7813,182131.1875,119964.5938,117740.7031,112737.0313,118259.8594,118697.5938,123376.0078,127408.2891,97697.49219,91620.65625,86292,96051.08594,89409.15625,116881.3203,112242.6797,156538.9844,150297.5313,162379.8125,157417.7969,143978.8594,146260.25,175114.9375,136156.7656,138876.5156,137426.1563
P02749,869036.625,210954.1406,859233.875,952939.1875,1045160.75,1029047.813,1047044.375,926620.1875,178170.375,921101.8125,984508.5625,955774.375,1006884.125,1044032.875,875815.125,938503,891268.875,870544.5625,913462.375,1232209.625,1069987.125,902066,1048821.375,1049725.5,1010001.813,911854.0625,954519.625,1165706.25,967499.1875,974167.375,936937.6875
P02750,272616.1875,275471.8438,251213.6563,271744.0625,281265.2813,252714.9844,281280.5625,321491.8125,336436.0625,308051.6875,322609.9063,318629.4688,327778.9688,338923.5938,221933.8906,227239.6094,204931.5781,221585.5625,236136.2031,256137.5156,263772.9063,266989.2188,264560.8438,286580.2813,281922.8125,282211.3438,265986.6875,301239.9375,267379.9063,268270,273572.4688
P02751,879529.375,964612.75,915605.75,985120.6875,913014.4375,976285.9375,885080.9375,863474.875,870220.5,807977.8125,899387.875,826974.875,871869.3125,841882.375,739890.6875,773434.0625,637188.375,729454.1875,629986.25,848037,737187.0625,802413.3125,868731.375,941874.9375,823298.9375,796945.9375,822342.9375,931588.0625,822126.625,840632.5,816896.5625
P02753,289570,159676.1406,267043.9688,292083,335567.4688,316742.7813,329609.1875,183131.75,109402.5234,171138.5938,192216.4531,179169.3281,181637.3906,199367.2031,236506.875,254657.875,239698.8125,238322.9531,252752.5625,265179.375,286385.625,217870.1719,225509.4844,240020.5781,225194.4063,211863.0938,208809.9688,256994.3906,221996.7031,228027.5313,229790.25
P02760,797784,479809.0313,848391.125,854248.25,940063.875,849409.375,861114.625,723932.3125,167506.5625,673052.0625,750968.9375,739079.6875,688295.5625,713479.6875,856201.4375,821823.875,786375.125,840340.875,786974,965300.5,877162.625,787844.3125,790868.125,915461.0625,833967.75,787791.625,789645.75,986922.1875,800178.5,793924.1875,815728.8125
P02763,3185776.75,3500954.75,2692379.25,2956003.75,3208107.25,2923271.25,3187013.75,1396341,1796770.25,1338686.25,1469152,1445273.75,1466430.75,1518005.875,1855877.625,1823507.875,1756015.625,1783351.75,1940051.375,2207447.75,2267773.75,2410833.5,2402605.25,2691645.75,2615442.5,2465119,2477477,2955241,2184715,2210400.5,2233461
P02765,1650331.375,1653707.375,1492562.25,1557911.875,1699393,1564997.125,1661966,1360852.875,1384983,1295340.25,1410233.125,1365161.25,1394468.375,1405377.625,1319831.375,1267666.25,1270359.625,1300520,1352738.375,1559906,1539301,1479328.625,1497091.75,1568938.875,1599672.375,1471345.875,1466723.625,1729419,1431881.25,1445889.375,1458436.875
P02766,1784622.875,1796760.625,1569407.5,1765097.25,1927896.875,1604756.125,1811662.625,1213023.375,1334535.625,1139355.75,1257673,1319884.75,1337060.875,1266588.875,1408792.25,1349839,1297769.25,1433252.5,1605256.375,1806790,1758413.75,1328830,1318399.375,1461460.25,1517274.25,1523619.75,1532417.625,1771538.25,1401191.875,1427876.375,1454839.75
P02768,111154544,47663044,110569352,114693608,127364616,124563960,105194208,125201256,49109656,118123040,133874936,128263160,115725504,140304464,112423136,115100160,113800136,116207688,126642176,117244192,131853544,115812712,130712904,119201456,121507224,114142232,104929312,141941120,115985344,118573408,121292704
P02774,1278743.25,770938.5625,1267901.125,1322068.875,1484811.875,1380319.375,1340592.125,1066331.875,766732.125,1045473.875,1119058.625,1055960.375,1082252.375,1124199.25,934318.8125,942466.1875,908960.5,956358.5625,978766.5625,1105737.5,1061443,957900.875,1000468.25,1073303.25,1067655.625,942607.1875,939373.4375,1159191.875,1067028.75,1089656.875,1099482.5
P02775,86501.6875,129743.1484,135870.4063,138203.0313,138453.3594,137095.6094,106004.1875,190312.2969,210116.7188,219985.5625,232737,208227.5781,181946.2188,195000.5,117232.6484,163469.2656,151977.7344,148342.9688,130638.625,159921.5313,143238,204160.9219,288441.0625,315967.8125,239283.0156,249945.5,211851.25,284038.1875,178365.2656,181054.6719,191982.6875
P02776,41753.5,7512.012207,80506.36719,81108.82813,77231.75781,79692.27344,56962.32813,98620.25781,14271.26367,124475.3672,130726.0781,120361.2578,101684.0313,117850.3359,68708.0625,101989.1328,95817.64844,87164.92188,75529.9375,99191.10156,89408.875,105093.2969,177361.2031,174901.2188,132821.5156,133248.625,112330.2266,170760.7813,103642.7031,106420.4922,102511.5938
P02786,11374.94727,12273.09277,10710.89258,9109.185547,12086.44629,10211.76758,11236.51074,8225.046875,8702.006836,6770.791504,7774.128418,7036.807129,6440.422852,7244.166504,8012.27832,7956.634766,7529.410156,7400.023438,7679.67334,7300.60791,8321.493164,7738.659668,9411.420898,9436.500977,7407.980957,8842.905273,8391.257813,8800.75293,7888.609375,8705.40918,8202.332031
P02787,14233003,8116128,14166321,15079421,16799576,14958377,15553388,17530908,10310597,16445028,18028572,17591294,18079398,18333152,16560780,17128790,16666826,17090342,18088594,20036472,19832526,16792952,18107766,17928168,17842754,16758697,16732261,20969040,16702375,16843754,16959866
P02788,41259.37891,48932.62109,45626.85547,52812.03906,52928.89063,40959.51563,35916.59375,86777.01563,87272.30469,83728.92188,102970.0781,94216.86719,85135.03125,88180.50781,48161.10156,61148.24219,56999.52734,58983.91016,57244.53125,55370.69141,54698.51172,91355.76563,102350.0078,99225.82813,98174.03125,94829.19531,86870.20313,114586.2813,73394.19531,73528.05469,71712.20313
P02790,5004002.5,4879759,4862120.5,5149428.5,5593468,5165417,5425535,4947098,4977064,4770028,4992784,4780896,4904278.5,5041659.5,4704994,4673898.5,4517266.5,4614843,4692067,5541172,5308795.5,4493079,4473093,4920402.5,4798428,4466288.5,4497543.5,5266149.5,4782857.5,4800329.5,4703720.5
P03952,107892.8203,117799.3672,108912.7813,116279.7188,119516.9844,115635.2734,133928.8281,92139.57031,102391.7344,97701.35156,98282.00781,97688.98438,103296.9219,95508.66406,91957.9375,96848.30469,87251.89844,97833.72656,95084.60938,122678.8828,114462.0625,93044.96094,96622.53906,109551.5234,109253.0703,98740.58594,111358.7031,118250.7188,101720.3359,104946.8125,103473.2188
P04003,183729,57177.14453,184506.1406,191177.0625,203070.875,227812.3438,204224.2031,133648.6875,61103.26953,126701.75,141636.7031,134587.1406,150523.25,157259.5313,115985.0156,117896.3203,117551.4375,117941.9141,127408.7891,178505.0625,134803.0625,143992.1719,182500.8594,144784.6563,137848.5625,135503.7031,138231.3906,170497.7656,150965.9844,147571,145995.2188
P04004,1841404.25,1697918.875,1773905.5,1858987.375,1926209.625,1774992.5,1897301.5,1760968.875,1616309.75,1692870.125,1814136.625,1736423.375,1808392.75,1792252.875,1473691.5,1483918,1434560.125,1491899.75,1551410.625,1689741.125,1727507.75,2100900,2090712.125,2271424,2280412.25,2125576.25,2109620.5,2460571.25,1808487.375,1780915,1766928.875
P04040,5647196,5998550,5563361.5,5451403,5353805.5,5555950.5,5554260.5,6371951,6790307.5,6210748.5,6164122.5,6244322.5,6376273.5,6199118,3940676.5,3826581,3917469.5,3984622.75,3908156,3747952,3735423.75,5525230.5,5411399.5,5107052,5251926,5505870,5596399,5175089.5,5243488.5,5156803.5,5231535
P04070,8585.461914,7394.20459,6826.087402,7086.335938,7142.402832,6092.697266,6869.185547,10365.48145,10477.84961,9518.765625,8867.175781,8682.611328,9962.589844,8167.05957,13373.58691,11528.30859,10323.25879,11272.69629,10637.88281,14622.66113,13273.9502,10995.89648,9696.789063,12221.78027,11744.0918,10117.69141,11385.89648,11370.02539,9279.71875,10250.67383,11121.03027
P04075,802020.25,826180,834107.8125,824679.125,820147.125,802156.5,813759.1875,951359.6875,915714.0625,959423.125,938996.75,933483.5625,947352.8125,886068.6875,980893.625,984699.625,1007623.5,1022074.063,999036.3125,1000237.875,954674.875,908897.875,907224.5625,882663.1875,901629,904683.6875,932655.5,856605.4375,888748.375,891425.9375,885828.1875
P04080,81423.92969,85918.03125,80735.30469,80954.42969,79433.9375,81296.6875,82210.59375,84527.29688,76554.95313,82003.53906,79757.95313,82861.53906,84572.02344,83791.61719,155579.4063,151766.0156,153352.4844,155349.4063,153121.2188,145649.0156,144124.7656,159970,159417.5,151144.6875,152725.5781,166250.9219,171061.6406,159022.3594,115467.7266,119696.5156,117080.4063
P04083,21696.10352,27866.86133,24453.16992,24526.63281,21416.04883,22962.09961,22197.55859,28789.2793,34794.28516,33357.87891,34819.17188,34453.59766,31422.22266,33045.35547,16151.74512,20074.75391,18432.31445,21924.18359,18382.07813,20527.63086,17619.17383,31809.625,31517.72266,30821.60547,31714.05273,33063.37891,31181.42383,31845.28906,27577.05469,27257.9707,25672.33008
P04114,1955990.375,2103050.25,1796376.375,1834629.75,1901993.125,1808146.75,1947505.25,1188556.25,1376290.75,1176347.625,1216403.375,1178623.875,1158921.625,1214269,1009481.938,980027.875,970032.0625,979115.0625,1000483,1105770.25,1120220.25,1002352.875,1003421.813,1087642.375,1052898.625,977943.8125,969840.5,1081508.375,1277608.25,1271357.125,1259510.875
P04179,2566.588379,3728.84375,3952.523193,5283.019531,6350.012695,6335.314941,9268.770508,4950.53125,7358.615723,7317.854004,8185.077148,14222.36523,7321.396973,17459.24023,2393.87085,3133.771973,3020.08252,3681.067627,5797.04834,4611.280762,10750.33789,3363.136963,5704.794922,7766.070313,8807.451172,13778.65527,11354.13867,21409.84375,6914.855469,7237.845215,6304.503418
P04180,20732.19727,20678.26563,22286.79492,22367.42578,23646.83398,23931.82422,22638.67383,16514.66992,18252.82227,17820.0332,15967.06641,15560.00391,16093.89551,17382.95703,18119.54297,18025.48633,18627.98242,19384.21289,20851.16211,20840.95508,21656.7168,21915.30273,19897.61328,22442.76758,21682.39844,21480.06641,17826.22266,24103.10742,20681.46289,19304.31641,20558.81836
P04196,946086.625,953389.25,877711,926374.8125,996899.0625,917003.6875,993582.5625,906102.3125,876882.75,864867.3125,946675.9375,907717.8125,917148.125,942558.3125,850810.375,865404.3125,830567.8125,833237.125,888888.3125,995044.125,936367.125,1113634,1160376.375,1211544.5,1158206.125,1148237.25,1085929.625,1352291.625,970659.5625,962565.75,988561.3125
P04211,130373.6563,126370.1016,108097.0703,115812.5234,129187.0156,117690.4453,134374.5469,84113.14063,94421.8125,84898.25781,84107.23438,85189.44531,86185.98438,88230.875,148402.8281,142645.0313,133682.6875,142726.9531,144046.125,167055.2344,171061.0625,44934.28516,44071.08203,49837.32813,46718.5625,45438.10938,44016.91797,48365.24609,97153.75781,92152.49219,92448.88281
P04217,1279097.875,1302727.125,1155541.125,1227196.5,1319344.125,1226884.75,1300868.25,1158980.75,1179491.125,1088044.875,1149531.5,1138019.5,1131156,1205115.875,1391740,1407464.875,1361680.625,1377795.875,1470071.75,1589245.625,1637057.75,1003530.75,1023300.625,1073522.25,1034261,999201.8125,992875.8125,1146999.375,1218502.25,1213886,1220882.125
P04264,51289.54297,46962.92188,29521.08008,54161.70703,43230.625,30454.87305,34536.83594,39993.17969,37615.53516,24480.9043,37992.10938,19636.43945,44985.05078,47068.12891,149422.875,37954.68359,13015.98438,26050.64453,32188.90625,31055.92969,36636.98828,21762.4043,32545.4668,29536.74414,40698.83594,26164.54688,24343.88281,25728.48047,36937.51953,38855.33984,38432.57422
P04275,24582.71875,24052.09375,30510.73438,28411.21094,29072.4375,29444.08398,28881.77344,25175.93359,26321.17969,26910.56055,27742.98438,26064.39648,25177.30469,26258.41211,17208.28125,20070.3125,18551.13672,17382.07031,18136.26367,21821.43945,22172.05469,23629.85938,28869.36328,31544.51563,26225.2207,26959.40625,26557.89453,31965.70508,27806.19727,25513.71289,25439.13086
P04278,32775.29688,33423.84766,30157.19141,32073.44727,32202.66797,28053.56836,33814.94922,61908.15625,69211.57031,56597.03516,61107.49609,58811.30078,63192.94531,66084.71875,17143.38672,13906.59277,14574.7041,15522.39063,16058.94922,19926.79688,17362.50391,24864.46484,22269.74805,27206.45508,26472.88672,24495.20898,26116.84375,29184.5957,32777.59375,31234.77539,34174.5
P04406,2354271.5,2277837.75,2417791,2411837.25,2333198.5,2480137.25,2429776,2507431.5,2390663.5,2501673.5,2427224,2473267.25,2550192,2520322,2517369,2533889.75,2552128,2477240.5,2434293.5,2487911,2436752,2566659.5,2582792.75,2451316.75,2464498,2542286.75,2568597.5,2517238.5,2463770,2427539.25,2358087.75
P04424,48696.05859,58948.23047,55972.92578,55825.00781,49937.07031,52620.91797,55806.66797,68058.13281,64308.4375,64013.02734,62406.80859,61735.37109,68186.03125,60439.17578,68758.42969,66921.90625,67521.375,70876.85938,64857.54688,71662.52344,72020.99219,66918.30469,61434.81641,56578.92969,67020.64844,65639.71875,74066.25,62101.10156,59345.76563,63011.39844,66721.36719
P04430,46208.33984,39587.59766,35251.03125,41205.30078,41258.78125,38111.60547,43528.24609,54242.67188,48029.59766,47751.64063,52991.37891,49096.40625,51789.83203,51065.17969,41675.95703,37394.49219,37595.24219,34907.78516,37590.82422,47828.62109,45169.55859,39903.32422,39600.98828,40127.64063,41630.52734,36384.59375,39159.32422,45099.27344,43105.40234,44307.38281,42756.27344
P04632,99875.9375,118338.1953,99528.53906,99667.30469,95984.79688,97600.27344,95605.6875,118903.875,137891.375,115501.0547,115879.6563,109755.1953,109631.9063,102155.8516,99312.70313,92484.03906,97842.75781,100967.4531,100006.8516,95123.66406,94655.92188,107328.8203,98567.28125,99177.82813,98782.59375,99293.27344,101681.1328,88397.07813,102325.3047,101672.625,99880.77344
P04746;P0DTE7;P0DTE8;P0DUB6;P19961,760.7338257,575.1418457,997.539917,744.8739014,869.8013916,925.5389404,1031.722412,559.2145996,1123.134155,1113.655518,1082.375244,531.4233398,1196.131714,977.1116333,417.4526062,140.9445038,NA,150.2025757,414.008728,863.3926392,559.4763794,621.8234863,414.5417175,750.8848267,NA,425.3395691,NA,NA,649.279541,614.4266968,697.1153564
P04792,4128.700195,3074.987305,4745.350586,4455.867188,4326.903809,3905.243896,3320.224121,6929.339844,9519.209961,7689.894043,7748.989258,7753.564941,6275.325684,6958.481445,3974.355469,5182.465332,5407.842285,4230.737305,4628.275879,3892.106445,5148.635742,6802.626953,8248.979492,8057.631348,7048.256348,7077.389648,6332.523926,6836.484375,5652.108398,6732.17627,5979.077637
P04908;P0C0S8;P16104;P20671;Q16777;Q6FI13;Q7L7L0;Q93077;Q96KK5;Q96QV6;Q99878;Q9BTM1,305555.3438,365569.75,310506.5938,352858.2188,317354.0313,296768.625,331631.8125,525254.1875,649303.0625,525402.5,594734.75,540903.375,543978.4375,563004.4375,285008.0938,328745.4688,321693.1563,338816.125,327081.2813,363961.0938,335686.5313,498261.0625,487130.5625,498490.8438,516101.6563,531995.0625,510779.125,523167.4375,421637.25,423987.4063,440713.6563
P04921,2308.071045,2126.388916,4223.162109,4554.282227,5264.433594,9107.333008,3251.122559,8216.175781,3718.935303,6453.966797,5117.429688,5896.967285,3218.696777,5438.59668,3771.530273,10537.04297,5396.560059,7861.037598,5590.703613,3891.345703,4406.90918,4022.95166,6301.338867,6123.755371,5131.245605,10665.41406,10252.7832,3617.546143,3784.74292,4413.634766,9971.050781
P05089,101783.4297,98090.64063,104111.0938,101374.1797,99482.28906,97237.51563,99957.78125,123527.1953,121556.5078,120486.8906,121035.7031,122338.7578,122371.2266,114817.5078,112709.2031,108445.2109,117643.8906,118435.8594,115142.7969,105917.9297,112836,125367.5313,125467.9297,118282.6016,124799.1719,128967.8359,128653.5859,125402.3828,114162.1406,115668.7734,116195.3047
P05090,376381.9375,341116.7188,354448.5625,386771.9375,411688.5625,376131.9375,399880.625,623710.75,546072.5625,592150.625,608026,596720.4375,577062.6875,644479.9375,694246.5625,691774.875,675072.8125,656934.4375,682331.3125,730545.375,780888.625,304042.0313,323408.7188,330897.375,321688.5938,310768.125,293374.4375,360714.125,489594.4063,494510.6875,493806.5938
P05106,16420.71289,27984.42188,36839.48047,36667.15234,33286.55469,30707.69141,29192.84961,38424.20313,43049.79297,67104.35156,62590.88672,60830.19141,42570.38672,56510.96875,14168.30664,41768.85547,43099.65625,31528.21094,27187.08984,25789.27344,34817.39453,33855.03125,72780.60938,82055.44531,55400.65234,69148.07813,38410.89453,71748.97656,44124.46875,45250.71094,44373.91797
P05109,31692.68164,27918.32813,27638.71094,69769.97656,59813.39453,81444.03906,64611.09375,41007.57422,41979.82422,37701.69922,89335.72656,65327.41016,113469.1406,99323.09375,21790.16211,25749.57227,19792.91016,42222.12109,35193.29297,57722.42578,50992.64063,45523.76172,49435.92188,41802.97266,81378.88281,75010.05469,120683.5078,123017.0313,50610.96875,50652.44922,46122.13281
P05141;P12236,3920.371582,7732.627441,6082.705078,7539.34668,5734.419922,5854.889648,5653.472168,6902.790527,11962.05957,10336.22168,7692.879883,12246.04199,5689.207031,6667.164551,4588.942383,6855.263672,8007.044434,5815.43457,4885.671387,6368.308594,5452.646973,7690.959473,8772.453125,9312.331055,10859.71484,10806.61816,7501.756836,6521.343262,6795.452637,6458.274414,8557.275391
P05154,41353.75,38245.35156,36346.79688,24673.53711,32372.9043,20181.45313,29327.36328,29846.92773,25135.83203,22687.36719,19062.97852,17330.99023,18944.92773,15971.89258,29640.63867,23561.15234,24734.12891,19002.13281,17965.31445,20923.75195,16734.60352,26270.42969,24610.11914,22629.31055,18022.1582,17558.77148,15161.01074,15952.78027,23496.30664,23720.02734,23874.80859
P05155,1630979.5,1632749,1310826.5,1290348.25,1471897.25,1168191.625,1366373.125,1368625.125,1303297.5,1240650,1257572.75,1213795,1245039.375,1210004.25,1776045,1454359.25,1415267.125,1442428.375,1510816.75,1679642.25,1556560.125,1530417.125,1323673.375,1559705.75,1448086.75,1359241,1242038.375,1449522.625,1399814.375,1381325.75,1303357.125
P05156,147128.0156,117321.7031,145357.8281,148541.125,162454.0938,153557.7813,163576.0625,109043.6953,86643.89063,106028.0547,108913.6484,101687.6406,111461.5469,106812,98507.70313,100854.6172,95765.11719,99123.69531,102332.2969,128848.0234,113432.7188,107626.4531,108384.8047,118344.1484,116823.6875,106237.5859,106145.3594,136031.0313,118126.4297,115150,115539.5078
P05160,6608.623047,5807.788086,7705.063965,9019.529297,9349.885742,9682.051758,11912.46094,10469.2334,6937.418945,10574.62012,10624.71289,10423.03027,13655.36914,10189.19043,9398.822266,9908.347656,8288.289063,8912.514648,7492.334473,16080.49219,10175.64844,10649.23828,10674.67188,12619.08398,12714.83105,11642.19043,14207.84473,13327.87988,9985.69043,10116.05371,11038.69238
P05161,9512.617188,9751.581055,7927.302734,9609.549805,9699.258789,8921.789063,8967.405273,2859.119385,3516.377686,2478.656982,2119.228516,3506.390869,2909.42334,2836.015381,2428.477539,3059.767822,2846.922607,2568.803711,2898.022217,2385.953613,4117.837402,1863.589844,3243.740234,3078.43457,3302.022461,2862.342285,3065.180664,3011.696045,4670.987793,4939.516113,4143.050781
P05164,88746.46094,98765.40625,84905.28906,99792.10938,92902,89851.75781,87722.94531,82282.51563,97850.46094,77345.51563,93535.3125,87368.83594,84948.04688,86686.60156,65953.28906,76334.41406,72284.75781,80209.46094,75712.88281,78291.75,79286.30469,127516.1953,133152.9375,127278,134061.6719,136279.3125,132410.4063,153961.6875,98831.21094,97750.42969,94847.41406
P05198,4896.536133,5049.12207,4935.708984,5158.850586,5101.310059,4717.986328,4647.112793,4935.553711,4616.808594,5052.007324,5439.841797,4115.121582,4147.17627,5015.713379,4618.459961,4933.908203,4788.667969,5418.040039,3635.528564,4008.716797,4527.924316,5336.205566,5472.332031,4389.250977,4342.4375,4161.794434,3933.186523,3993.355469,3315.182861,4861.162598,4632.800781
P05386,22321.43164,20999.36328,20243.42383,22024.28516,14990.55273,17871.32813,19822.26758,27058.73438,32284.37109,25360.5625,25330.16016,25996.16016,25054.83789,25729.92578,22503.93164,20773.57422,19005.67383,16097.18262,18116.53125,18239.30859,21122.39258,18474.28516,16978.38672,19504.82813,17078.4375,16384.19336,19254.79102,17404.67383,19697.55664,21164.31641,22250.17578
P05387,6358.206543,5155.206055,5608.375,5472.358887,5923.821289,4952.682617,5749.371094,9131.367188,8924.952148,8743.388672,8704.410156,9001.924805,8119.913086,7168.546387,7795.906738,6831.099121,6774.797363,6415.975586,6273.351563,6089.751465,5891.231934,6667.652832,5942.415527,5892.416016,5435.901855,6084.219727,5626.683594,4848.17041,6899.887695,6303.137695,5815.845215
P05452,29563.99805,23728.28711,32111.77734,35214.64453,36900.53125,37040.33203,36418.8125,42700.82031,7964.187012,41810.92578,42762.45313,42594.75781,41715.19922,43286.80078,40563.11719,38544.20313,36270.70703,35758.28125,37204.75,43539.67188,40586.85938,29982.66406,27396.9043,30774.56445,33532.51172,31750.77344,29936.59961,38748.35938,36545.80859,36289.00781,35371.49219
P05455,5734.894043,6690.554199,5626.020508,5911.20166,5625.345215,5783.484375,5725.025391,5567.09668,6129.490723,6279.444824,4963.506836,5786.269043,6025.193848,5676.037598,4522.69873,5090.436035,5032.416504,5331.383789,5665.353027,5261.772461,5466.897949,6593.186523,6386.125977,5890.594727,7216.244141,6391.213379,6265.879883,5790.831055,6051.911621,5939.198242,5487.791016
P05543,62352.12891,67389.27344,55528.20703,62595.26563,64619.09766,63220.05859,63678.87891,78891.67969,97462.72656,76594.3125,84413.92188,78147.28125,81864.34375,83410.48438,62555.37891,59073.26953,61733.30078,61078.07422,60158.78906,71881.82031,72972,71791.29688,70117.63281,76016.375,78402.46094,71655.5625,73692.30469,85319.02344,68181.73438,68306.73438,72529.8125
P05546,359498.625,437730.5625,328427.3438,331454.4688,357410.1875,342993.4063,355513.4375,389217.5313,531961.5625,389912.375,397111.625,391964.8125,368591.1563,397322.5625,408454.1875,392580.9688,397907.1563,390732.2188,387642.6875,418449.3438,441723.0625,396818.1875,419818.625,435640,406200.1875,390887.8438,378856.9688,426009.75,403727.1563,388533.125,380074.5938
P05976;P08590,5436.520996,7846.140137,8593.949219,9245.405273,9085.493164,7001.714844,7362.19873,7917.628418,9601.279297,12767.66211,12451.63574,12514.6582,8870.883789,12923.08203,4735.674316,8880.009766,8985.782227,5730.266113,5830.25,4779.008301,6313.286133,8716.511719,14211.51855,14095.76465,11031.81152,12640.39453,8939.293945,12125.46973,9903.708008,9656.31543,8970.421875
